ID,Country,Admin_region,Town,Latitude,Longitude,Year_start,Year_end,Rodent_or_human,Acutedisease_or_seroprevalence,Number_acutecases,Seroprevalence_percent,Comments,Reference,Reference_url,Notes
302,Nigeria,Edo State,Irrua,6.73,6.21,2001,2004,Human,Seroprevalence,,21,,"Omilabu et al, Emerg Infect Dis. 2005 Oct;11(10):1642-4.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3366737/,
59,Sierra Leone,Bo District,Not specified,7.95,-11.74,2001,2001,Human,Acute,7,,,Merlin (2002) Licking Lassa fever (a strategic review). London: Merlin.,NA,
60,Sierra Leone,Kailahun District,Not specified,8.27,-10.57,2001,2001,Human,Acute,22,,,Merlin (2002) Licking Lassa fever (a strategic review). London: Merlin.,NA,
61,Sierra Leone,Kenema District,Kenema,7.88,-11.19,2001,2001,Human,Acute,235,,,Merlin (2002) Licking Lassa fever (a strategic review). London: Merlin.,NA,
62,Sierra Leone,Kono District,Not specified,8.64,-10.96,2001,2001,Human,Acute,1,,,Merlin (2002) Licking Lassa fever (a strategic review). London: Merlin.,NA,
63,Sierra Leone,Pujehun District,Not specified,7.36,-11.72,2001,2001,Human,Acute,3,,,Merlin (2002) Licking Lassa fever (a strategic review). London: Merlin.,NA,
64,Sierra Leone,Kenema District,Kenema,7.88,-11.19,2001,2004,Human,Acute,,,,"Grein et al (2004) Lassa fever outbreak in Kenema, Sierra Leone Januaryï¿½ï¿½ï¿½April 2004. Genev",NA,
303,Benin,"""Central region""",Not specified,NA,NA,2002,2007,Human,Seroprevalence,,10,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
304,Cote d'Ivoire,"""Abidjan and northeast""",Not specified,5.31,-4.02,2002,2007,Human,Seroprevalence,,20,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
305,Ghana,Not specified,Agogo,5.593,-0.185,2002,2007,Human,Seroprevalence,,4,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
306,Ghana,Not specified,Kumasi,6.64,-1.59,2002,2007,Human,Seroprevalence,,4,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
307,Ghana,Not specified,Tamale,6.69,-1.62,2002,2007,Human,Seroprevalence,,4,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
308,Guinea,Gueckedou Prefecture,Gueckedou,8.57,-10.13,2002,2007,Human,Seroprevalence,,20,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
309,Guinea,Macenta Prefecture,Macenta,8.55,-9.47,2002,2007,Human,Seroprevalence,,12,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
310,Nigeria,"""Southeast""",Not specified,NA,NA,2002,2007,Human,Seroprevalence,,11,,"Emmerich, J Clin Virol. 2008 May;42(1):40-4",https://www.ncbi.nlm.nih.gov/pubmed/18164653,
311,Guinea,Faranah Prefecture,Bantou,10.07,-10.58,2003,2005,Rodents,Seroprevalence,,15,,"Fichet-Calvet, Vector Borne Zoonotic Dis. 2007 Summer;7(2):119-28.",https://www.ncbi.nlm.nih.gov/pubmed/17627428,
312,Guinea,Faranah Prefecture,Gbetaya,9.84,-11.03,2003,2005,Rodents,Seroprevalence,,12,,"Fichet-Calvet, Vector Borne Zoonotic Dis. 2007 Summer;7(2):119-28.",https://www.ncbi.nlm.nih.gov/pubmed/17627428,
313,Guinea,Faranah Prefecture,Tanganya,10.07,-11.35,2003,2005,Rodents,Seroprevalence,,14,,"Fichet-Calvet, Vector Borne Zoonotic Dis. 2007 Summer;7(2):119-28.",https://www.ncbi.nlm.nih.gov/pubmed/17627428,
65,Sierra Leone,Bo District,Gerihun camp,7.93,-11.58,2003,2003,Human,Acute,17,,,"Bonner et al 2007, Am Jour Trop Med Hyg 77(1)",https://doi.org/10.4269/ajtmh.2007.77.169,
66,Sierra Leone,Bo District,Jimmi Bagbo camp,7.6,-11.82,2003,2003,Human,Acute,58,,,"Bonner et al 2007, Am Jour Trop Med Hyg 77(1)",https://doi.org/10.4269/ajtmh.2007.77.169,
67,Sierra Leone,Kenema District,Largo,8.04,-11.1,2003,2003,Human,Acute,9,,,"Bonner et al 2007, Am Jour Trop Med Hyg 77(1)",https://doi.org/10.4269/ajtmh.2007.77.169,
68,Sierra Leone,Moyamba District,Bandajuma camp,7.55,-11.64,2003,2003,Human,Acute,2,,,"Bonner et al 2007, Am Jour Trop Med Hyg 77(1)",https://doi.org/10.4269/ajtmh.2007.77.169,
69,Sierra Leone,Moyamba District,Taiama,8.2,-12.06,2003,2003,Human,Acute,4,,,"Bonner et al 2007, Am Jour Trop Med Hyg 77(1)",https://doi.org/10.4269/ajtmh.2007.77.169,
405,Sierra Leone,Bo District,Gerihun camp,7.93,-11.58,2003,2003,,,,,,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
406,Sierra Leone,Bo District,Jimmi Bagbo camp,7.6,-11.82,2003,2003,,,,,,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
407,Sierra Leone,Kenema District,Largo,8.04,-11.1,2003,2003,,,,,,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
408,Sierra Leone,Kenema District,Nongowa,NA,NA,2003,2003,,,,,,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
409,Sierra Leone,Moyamba District,Taiama,8.2,-12.06,2003,2003,,,,,,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
70,Liberia,Montserrado County,Paynesville,6.26,-10.7,2004,2004,Human,Acute,>1,,Hospital surveillance. No acute cases found.,"Frame et al, Trans R Soc Trop Med Hyg. 1984;78(5):656-60.",https://www.ncbi.nlm.nih.gov/pubmed/6390808,
71,Liberia,Nimba County,Ganta,7.23,-8.98,2004,2004,Human,Acute,4,,,"Frame et al, Trans R Soc Trop Med Hyg. 1984;78(5):656-60.",https://www.ncbi.nlm.nih.gov/pubmed/6390808,
72,Nigeria,Edo State,Ekpoma,6.749,6.076,2004,2004,Human,Acute,>6,,,"ProMED-mail (2007) Lassa fever - Nigeria (Edo) Number 20040214.0487
",http://www.promedmail.org/post/2205289,
73,Nigeria,Edo State,Ibilo,7.43,6.08,2004,2004,Human,Acute,>6,,,"ProMED-mail (2007) Lassa fever - Nigeria (Edo) Number 20040214.0487
",http://www.promedmail.org/post/2205289,
74,Nigeria,Edo State,Igarra,7.27,6.11,2004,2004,Human,Acute,>6,,,"ProMED-mail (2007) Lassa fever - Nigeria (Edo) Number 20040214.0487
",http://www.promedmail.org/post/2205289,
314,Guinea,Lola Prefecture,Laine,8.07,-8.48,2005,2005,Rodent,Seroprevalence,,0,,"Fair, Vector Borne Zoonotic Dis. 2007 Summer;7(2):167-71.",https://www.ncbi.nlm.nih.gov/pubmed/17627434,
315,Guinea,Macenta Prefecture,Kouankan,8.43,-9.14,2005,2005,Rodent,Seroprevalence,,0,,"Fair, Vector Borne Zoonotic Dis. 2007 Summer;7(2):167-71.",https://www.ncbi.nlm.nih.gov/pubmed/17627434,
316,Guinea,Yomou Prefecture,Nonah,7.55,-9.09,2005,NA,Rodent,Seroprevalence,,12,,"Fair, Vector Borne Zoonotic Dis. 2007 Summer;7(2):167-71.",https://www.ncbi.nlm.nih.gov/pubmed/17627434,
317,Guinea,Boffa Prefecture,Bamba,9.99,-13.89,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
318,Guinea,Boffa Prefecture,Yafraya,10.08,-13.67,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
319,Guinea,Dalaba Prefecture,Gagal,11.09,12.3,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
320,Guinea,Faranah Prefecture,Bantou,10.07,-10.58,2006,2006,Rodents,Seroprevalence,,Not specified,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
321,Guinea,Faranah Prefecture,Gbetaya,9.84,-11.03,2006,2006,Rodents,Seroprevalence,,Not specified,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
322,Guinea,Faranah Prefecture,Tanganya,10.07,-11.35,2006,2006,Rodents,Seroprevalence,,Not specified,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
323,Guinea,Gueckedou Prefecture,Denguedou,8.49,-10.44,2006,2006,Rodents,Seroprevalence,,Not specified,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
324,Guinea,Kerouane Prefecture,Franfina,9.63,-8.94,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
325,Guinea,Kerouane Prefecture,Maikou,9.04,-9.04,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
326,Guinea,Kindia Prefecture,Ganya,10.07,-12.54,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
327,Guinea,Kindia Prefecture,Kaali,9.93,-12.7,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
328,Guinea,Kindia Prefecture,Khoneya,10.08,-12.68,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
329,Guinea,Macenta Prefecture,Macenta,8.54,-9.47,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
330,Guinea,Macenta Prefecture,Sangassou,8.61,-9.47,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
331,Guinea,Mandiana Prefecture,Kodoko,10.52,-8.98,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
332,Guinea,Mandiana Prefecture,Saourou,11.51,-9.01,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
333,Guinea,N'Zerekore Prefecture,Bhoita,8.08,-8.91,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
334,Guinea,Yomou Prefecture,Bamakama,7.71,-9.27,2006,2006,Rodents,Seroprevalence,,0,,"Lecompte, Emerg Infect Dis. 2006 Dec;12(12):1971-4.",https://www.ncbi.nlm.nih.gov/pubmed/17326956,
75,Liberia,Nimba County,Louplay,6.95,-8.71,2006,NA,Human,Acute,20,,,ProMED-mail (2006) Lassa fever - Liberia (02). Number 20061001.2812,http://www.promedmail.org/post/3049,
76,Liberia,Bong County,Not specified,6.83,-9.36,2007,NA,Human,Acute,13,,"13 cases split between Nimba, Bong and Lofa",ProMED-mail (2007) Lassa fever - Liberia (03). Number 20070430.1406,http://www.promedmail.org/post/10047,
77,Liberia,Lofa County,Not specified,8.29,-9.76,2007,NA,Human,Acute,13,,"13 cases split between Nimba, Bong and Lofa",ProMED-mail (2007) Lassa fever - Liberia (03). Number 20070430.1406,http://www.promedmail.org/post/10047,
78,Liberia,Nimba,Not specified,7.03,-8.72,2007,NA,Human,Acute,13,,"13 cases split between Nimba, Bong and Lofa",ProMED-mail (2007) Lassa fever - Liberia (03). Number 20070430.1406,http://www.promedmail.org/post/10047,
79,Liberia,Bong County,Not specified,6.83,-9.36,2008,2012,Human,Acute,12,,,"Olugasa et al, 2014, Spat Spatiotemporal Epidemiol. 2014 Oct;11:163-74",https://www.ncbi.nlm.nih.gov/pubmed/25457605,
80,Liberia,Grand Bassa,Not specified,6.21,-9.77,2008,2012,human,Acute,24,,,"Olugasa et al, 2014, Spat Spatiotemporal Epidemiol. 2014 Oct;11:163-74",https://www.ncbi.nlm.nih.gov/pubmed/25457605,
81,Liberia,Lofa County,Not specified,8.29,-9.76,2008,2012,Human,Acute,1,,,"Olugasa et al, 2014, Spat Spatiotemporal Epidemiol. 2014 Oct;11:163-74",https://www.ncbi.nlm.nih.gov/pubmed/25457605,
335,Nigeria,Not specified,Kako,7.691,4.619,2008,2012,Rodent,Seroprevalence,5,,Non MNAT species: Hylomyscus pamfi,"Olayemi et al, 2016, Sci Rep 6: 25280",https://www.nature.com/articles/srep25280,
82,Mali,Sikasso region,Soromba,10.59,-7.16,2009,2009,Human,Acute,1,,,"Atkin et al, 2009, Eurosurveillance 14(10)",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19145,
83,Nigeria,Anambra State,Not specified,6.27,7.007,2009,2009,Human,Acute,1,,,"Kitching et al 2009, Eurosurveillance 14(6)",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19117,
84,Nigeria,Edo State,Irrua,6.73,6.21,2009,2009,Human,Acute,2,,,"Okokhere 2009, J Med Case Reports 3(36)",https://jmedicalcasereports.biomedcentral.com/articles/10.1186/1752-1947-3-36,
336,Sierra Leone,Kailahun District,Yawei,7.82,-10.94,2009,2009,Rodent,Seroprevalence,6,14,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
337,Sierra Leone,Kenema District,Barlie,8.02,-11.58,2009,2009,Rodent,Seroprevalence,24,26,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
338,Sierra Leone,Kenema District,Bumpeh,8.21,-11.09,2009,2009,Rodent,Seroprevalence,13,54,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
339,Sierra Leone,Kenema District,Gouma,8.29,-11.07,2009,2009,Rodent,Seroprevalence,0,0,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
340,Sierra Leone,Kenema District,Joru,7.69,-11.06,2009,2009,Rodent,Seroprevalence,4,11,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
341,Sierra Leone,Kenema District,Koi,8.04,-11.06,2009,2009,Rodent,Seroprevalence,19,26,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
342,Sierra Leone,Kenema District,Largo,8.05,-11.11,2009,2009,Rodent,Seroprevalence,27,54,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
343,Sierra Leone,Kenema District,Ngiehun,8.17,-11.08,2009,2009,Rodent,Seroprevalence,9,12,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
344,Sierra Leone,Kenema District,Panguma,8.18,-11.13,2009,2009,Rodent,Seroprevalence,6,75,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
345,Sierra Leone,Kenema District,Saama,8.28,-11.01,2009,2009,Rodent,Seroprevalence,2,33,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
346,Sierra Leone,Kenema District,Segbwema,8,-10.95,2009,2009,Rodent,Seroprevalence,3,10,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
347,Sierra Leone,Kenema District,Taiama,8.15,-11.2,2009,2009,Rodent,Seroprevalence,4,67,,"Leski et al 2015, Emerg Infect Dis 21(4)",https://wwwnc.cdc.gov/eid/article/21/4/14-1469_article,
85,Liberia,Not specified,Not specified,NA,NA,2010,2010,Human,Acute,35,,,"Ehichioya et al, Emerg Infect Dis. 2010;16(6):1040-1041",https://dx.doi.org/10.3201/eid1606.100080,
348,Mali,Sikasso region,Doneguebougou,12.8,-7.98,2010,2010,Rodent,Seroprevalence,,0,,"Safronetz, Emerg Infect Dis 16(7) 2010",https://wwwnc.cdc.gov/eid/article/16/7/10-0146_article,
349,Mali,Sikasso region,N'Tessoni,11.04,-5.98,2010,2010,Rodent,Seroprevalence,,0,,"Safronetz, Emerg Infect Dis 16(7) 2010",https://wwwnc.cdc.gov/eid/article/16/7/10-0146_article,
350,Mali,Sikasso region,Soromba,10.59,-7.15,2010,2010,Rodent,Seroprevalence,,24,,"Safronetz, Emerg Infect Dis 16(7) 2010",https://wwwnc.cdc.gov/eid/article/16/7/10-0146_article,
86,Nigeria,Edo State,Irrua,6.73,6.21,2010,2010,Human,Acute,37,,,"Ibekwe et al, Eur Arch Otorhinolaryngol. 2011 Feb;268(2):197-201",https://www.ncbi.nlm.nih.gov/pubmed/20809263,
87,Nigeria,East Central State,Onitsha,6.17,6.78,2010,2010,Human,Acute,1,,,"Ehichioya et al, Emerg Infect Dis. 2010;16(6):1040-1041",https://dx.doi.org/10.3201/eid1606.100080,
88,Nigeria,Ebonyi State,Abakaliki,6.32,8.09,2010,2010,Human,Acute,2,,,"Ehichioya et al, Emerg Infect Dis. 2010;16(6):1040-1041",https://dx.doi.org/10.3201/eid1606.100080,
89,Nigeria,Federal Capital Territory,Abuja,9.05,7.48,2010,2010,Human,Acute,1,,,"Ehichioya et al, Emerg Infect Dis. 2010;16(6):1040-1041",https://dx.doi.org/10.3201/eid1606.100080,
90,Nigeria,Plateau State,Jos,9.92,8.9,2010,2010,Human,Acute,3,,,"Ehichioya et al, Emerg Infect Dis. 2010;16(6):1040-1041",https://dx.doi.org/10.3201/eid1606.100080,
91,Nigeria,Edo State,Irrua,6.73,6.21,2010,2010,Human,Acute,>1,,,"Inegbenebor et al, Trans R Soc Trop Med Hyg. 2010 Jan;104(1):51-4",https://www.ncbi.nlm.nih.gov/pubmed/19712954,
92,Sierra Leone,Tonkolili,Makeni,8.88,-12.04,2010,2010,Human,Acute,6,,,From Dan Bausch to ProMed,http://www.promedmail.org/post/553468,
351,Sierra Leone,Moyamba,Tissana,7.9,-12.94,2010,2010,Rodent,Seroprevalence,0,0,,"Lina Moses, unpublished","Lina Moses, unpublished",
93,Ghana,Amansie West,Not specified,6.45,-1.94,2011,2011,Human,Acute,1,,,"Sogoba et al, 2012, Zoonoses Pub Health 59:43-47",http://doi.org/10.1111/j.1863-2378.2012.01469.x,
94,Ghana,Amansie West,Not specified,6.45,-1.94,2011,2011,Human,Acute,1,,,"Sogoba et al, 2012, Zoonoses Pub Health 59:43-47",http://doi.org/10.1111/j.1863-2378.2012.01469.x,
95,Ghana,West Akim,Not specified,9.41,-0.85,2011,2011,Human,Acute,1,,,"Sogoba et al, 2012, Zoonoses Pub Health 59:43-47",http://doi.org/10.1111/j.1863-2378.2012.01469.x,
352,Nigeria,Edo State,Ekpoma,6.75,6.13,2011,2013,Rodent,Seroprevalence,9,,,"Olayemi et al, 2016, Emerg Infect Dis. 2016 Apr; 22(4): 694ï¿½ï¿",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4806934/,
353,Nigeria,Not specified,Eguare-Egoro,6.775,6.097,2011,2013,Rodent,Seroprevalence,6,,,"Olayemi et al, 2016, Emerg Infect Dis. 2016 Apr; 22(4): 694ï¿½ï¿",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4806934/,
354,Nigeria,Not specified,Onmba Abena,7.64,8.406,2011,2014,Rodent,Seroprevalence,3,,Non MNAT species: M. erythroleucus,"Olayemi et al, 2016, Sci Rep 6: 25280",https://www.nature.com/articles/srep25280,
96,Nigeria,19/36 States,Not specified,NA,NA,2012,2012,Human,Acute,108,,,http://www.who.int/csr/don/2012_04_04/en/,http://www.who.int/csr/don/2012_04_04/en/,
355,Cote d'Ivoire,Not specified,Gbaloho,7.4,-5.34,2013,2013,Rodent,Seroprevalence,4,,,,,
97,Ghana,Not specified,Accra,5.83,-0.64,2013,2013,Human,Acute,2,,"Importe case. Liberia, UN Peacekeepers",Kyei 2015 BMC Inf Dis 15:217,http://doi.org/10.1186/s12879-015-0956-2,
98,Benin,Atakora Department,Tanguieta-Materi-Cobly,10.78,1.67,2014,2014,Human,Acute,15,,,http://reliefweb.int/report/benin/le-b-nin-d-clare-la-fin-de-l-pid-mie-de-fi-vre-de-lassa ,http://reliefweb.int/report/benin/le-b-nin-d-clare-la-fin-de-l-pid-mie-de-fi-vre-de-lassa ,
356,Guinea,Not specified,Madina Oula,9.874,-12.446,2014,2014,Rodent,Seroprevalence,6,,Non MNAT species: M. erythroleucus,"Olayemi et al, 2016, Sci Rep 6: 25280",https://www.nature.com/articles/srep25280,
99,Nigeria,Plateau State,"Jos-North, Jos-South and Bassa LGAs",NA,NA,2014,2014,Human,Acute,15,,,http://allafrica.com/stories/201406200611.html,http://allafrica.com/stories/201406200611.html,
100,Nigeria,Ebonyi State,Abakaliki,6.32,8.12,2014,2014,Human,Acute,6,,,http://www.premiumtimesng.com/news/161130-6-nigerian-health-workers-test-positive-lassa-fever.html,http://www.premiumtimesng.com/news/161130-6-nigerian-health-workers-test-positive-lassa-fever.html,
101,Nigeria,Nasarawa State,Lafia,NA,NA,2014,2014,Human,Acute,1,,,http://www.premiumtimesng.com/regional/153083-nasarawa-commissioner-confirms-one-dead-lassa-fever.html,http://www.premiumtimesng.com/regional/153083-nasarawa-commissioner-confirms-one-dead-lassa-fever.html,
102,Nigeria,Oyo State,Ibadan,7.4,3.91,2014,2014,Human,Acute,1,,,ProMed 22 Feb 2014 Lassa fever - Nigeria (03): (OY),http://www.promedmail.org/post/2294417,
103,Nigeria,Not specified,Not specified,NA,NA,2014,2014,Human,Acute,86,,,Weekly Epidemiological Report Vol. 4 Week 27  (not available online anymore),NA,
104,Sierra Leone,Wester Area Rural,Jui,8.412,-13.131,2014,2015,Human,Acute,36,,,"Li et al, 2016, Oncotarget 10(7)",https://www.ncbi.nlm.nih.gov/pubmed/27058894,
357,Mali,Not specified,Bamba,10.2259,-7.0906,2015,2015,Human,Seroprevalence,53,44,,"Sogoba et al, 2016, Emerg Infect Dis. 2016 Apr;22(4):657-63",https://www.ncbi.nlm.nih.gov/pubmed/26981786,
358,Mali,Not specified,Banzana,10.3126,-7.1453,2015,2015,Human,Seroprevalence,15,14.5,,"Sogoba et al, 2016, Emerg Infect Dis. 2016 Apr;22(4):657-63",https://www.ncbi.nlm.nih.gov/pubmed/26981786,
359,Mali,Not specified,Soromba,10.3521,-7.0921,2015,2015,Human,Seroprevalence,43,33.2,,"Sogoba et al, 2016, Emerg Infect Dis. 2016 Apr;22(4):657-63",https://www.ncbi.nlm.nih.gov/pubmed/26981786,
105,Nigeria,Akwa Iborn State,Not specified,NA,NA,2015,2016,Human,Acute,1,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
106,Nigeria,Bauchi State,Not specified,NA,NA,2015,2016,Human,Acute,3,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
107,Nigeria,Delta  State,Not specified,NA,NA,2015,2016,Human,Acute,1,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
108,Nigeria,Ebonyi State,Not specified,NA,NA,2015,2016,Human,Acute,3,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
109,Nigeria,Edo State,Not specified,NA,NA,2015,2016,Human,Acute,19,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
110,Nigeria,Ekiti State,Not specified,NA,NA,2015,2016,Human,Acute,1,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
111,Nigeria,Gombe State,Not specified,NA,NA,2015,2016,Human,Acute,1,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
112,Nigeria,Kaduna State,Not specified,NA,NA,2015,2016,Human,Acute,3,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
113,Nigeria,Kano State,Not specified,NA,NA,2015,2016,Human,Acute,1,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
114,Nigeria,Kogi State,Not specified,NA,NA,2015,2016,Human,Acute,2,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
115,Nigeria,Lagos State,Not specified,NA,NA,2015,2016,Human,Acute,3,,,"Nigeria Centre for Disease Control, Nigeria Federal Ministry of Health 6 (26) [not yet posted on the Ministry website, edited] -- Promed 27 Jul 2016 Lassa fever virus - West Africa (32): Nigeria",http://www.promedmail.org/post/4371983,
