ID,Presence,Unconfirmed [1],Training data,No. gen. tested,Calc. for no. gen. tested,Community tested,Host,samples collected to look for Pk [1] or opportunistic [2] or previously confirmed Pk [3],Year,Country,Country_id,Site_name,Subnational_area,Geometry_type,Latitude,Longitude,Admin_level,Gaul_code,Polygon_code,Centroid Latitude,Centroid Longitude,EndNote ID,Primary source,Secondary source,,,
87,1,0,1,54,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Sarikei District,Sarawak State,polygon,,,Admin2,37447,,2.16750,111.39774,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
88,1,0,1,75,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Kanowit District,Sarawak State,polygon,,,Admin2,37434,,1.96736,112.25189,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
89,1,0,1,286,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Kapit District,Sarawak State,polygon,,,Admin2,37435,,1.85242,113.53115,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
90,1,0,1,36,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Marudi District,Sarawak State,polygon,,,Admin2,37442,,3.57023,114.77984,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
91,1,0,1,112,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Miri District,Sarawak State,polygon,,,Admin2,37443,,3.87780,113.83215,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
92,1,0,1,22,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Lawas District,Sarawak State,polygon,,,Admin2,37437,,4.51032,115.45983,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
93,1,0,1,4,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Limbang District,Sarawak State,polygon,,,Admin2,37438,,4.29942,115.09456,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
94,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Pitas District,Sabah State,polygon,,,Admin2,37418,,6.71156,117.10828,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
95,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Beluran District,Sabah State,polygon,,,para_ras1,,10,5.80589,117.47874,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
96,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Sandakan District,Sabah State,polygon,,,Admin2,37420,,5.76204,117.99860,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
97,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Kinabatangan District,Sabah State,polygon,,,Admin2,37407,,5.24658,117.53796,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2012) personal communication,,,
98,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Tawau District,Sabah State,polygon,,,Admin2,37424,,4.47525,117.65860,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
99,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Ranau District,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
100,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Nabawan District,Sabah State,polygon,,,para_ras1,,6,4.95826,116.37141,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
101,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Tenom District,Sabah State,polygon,,,Admin2,37425,,4.87915,115.95192,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
102,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Sipitang District,Sabah State,polygon,,,Admin2,37422,,4.66624,115.71505,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
103,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Keningau District,Sabah State,polygon,,,Admin2,37406,,5.26453,116.27259,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
104,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Tambunam District,Sabah State,polygon,,,Admin2,37423,,5.66700,116.41163,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
105,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Kota Kinabalu District,Sabah State,polygon,,,Admin2,37409,,5.98195,116.15870,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
106,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Kota Marudu District,Sabah State,polygon,,,Admin2,37410,,6.41708,116.80543,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
107,0,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Kudat District (mainland only),Sabah State,polygon,,,para_ras2,,7,6.81384,116.74368,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
108,1,0,1,3,divided pool,confirmed malaria cases,human,1,2005,Malaysia,MYS,Banggi island,Sabah State,polygon,,,para_ras2,,8,7.25453,117.16646,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
109,1,0,1,1,actual,confirmed malariae by microscopy cases,human,1,2005,Malaysia,MYS,Kampung Kuala Kenong,Pahang State,point,4.17306,102.19583,,,,,,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2014) personal communication,,,
110,1,0,1,1,actual,confirmed malariae by microscopy cases,human,1,2005,Malaysia,MYS,FELDA Sungai Tekam,Pahang State,point,3.85459,102.53219,,,,,,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2014) personal communication,,,
111,1,0,1,1,actual,confirmed malariae by microscopy cases,human,1,2005,Malaysia,MYS,Kampung Bak-Bak,Pahang State,point,3.57025,102.81050,,,,,,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2014) personal communication,,,
112,1,0,1,1,actual,confirmed malariae by microscopy cases,human,1,2005,Malaysia,MYS,Temerloh,Pahang State,point,3.45050,102.40705,,,,,,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2014) personal communication,,,
113,1,0,1,1,actual,confirmed malariae by microscopy cases,human,1,2005,Malaysia,MYS,Kampung Kertam,Pahang State,point,3.54429,102.39402,,,,,,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",Singh B (2014) personal communication,,,
114,1,0,1,157,actual,confirmed malaria cases,human,1,2002,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,120,"Singh B, Sung LK, Matusop A, Radhakrishnan A, Shamsul SSG, et al. (2004) A large focus of naturally acquired Plasmodium knowlesi infections in human beings. The Lancet 363: 1017-1024.",,,,
115,1,0,1,1,actual,case report,human,1,2010,Malaysia,MYS,Gua Musang District,Kelantan State,polygon,,,para_ras1,,5,4.88260,101.92236,,Singh B (2012) personal communication,"Singh B, Daneshvar C (2010) Plasmodium knowlesi malaria in Malaysia. Medical Journal of Malaysia 65: 223-230.",,,
116,1,0,1,1,actual,case report,human,1,2010,Malaysia,MYS,Endau Rompin National Park,N Johore Province,polygon,,,para_ras1,,11,2.44784,103.26824,,Singh B (2012) personal communication,"Singh B, Daneshvar C (2010) Plasmodium knowlesi malaria in Malaysia. Medical Journal of Malaysia 65: 223-230.",,,
117,1,0,1,55,divided pool,confirmed malaria cases,human,1,2010,Malaysia,MYS,Nabawan District,Sabah State,polygon,,,para_ras1,,6,4.95826,116.37141,104,"Joveen-Neoh WF, Chong KL, Wong CM, Lau TY (2011) Incidence of malaria in the interior division of Sabah, Malaysian Borneo, based on nested PCR. J Parasitol Res 2011: 104284.","Lau TY, Joveen-Neoh WF, Chong KL (2011) High incidence of Plasmodium knowlesi infection in the interior division of Sabah, Malaysian Borneo. Int J Biosci Biochem Bioinform 1: 163-167.",,,
118,1,0,1,45,actual,confirmed malaria cases,human,1,2010,Malaysia,MYS,Tenom District,Sabah State,polygon,,,Admin2,37425,,4.87915,115.95192,104,"Joveen-Neoh WF, Chong KL, Wong CM, Lau TY (2011) Incidence of malaria in the interior division of Sabah, Malaysian Borneo, based on nested PCR. J Parasitol Res 2011: 104284.","Lau TY, Joveen-Neoh WF, Chong KL (2011) High incidence of Plasmodium knowlesi infection in the interior division of Sabah, Malaysian Borneo. Int J Biosci Biochem Bioinform 1: 163-167.",,,
119,1,0,1,55,divided pool,confirmed malaria cases,human,1,2010,Malaysia,MYS,Keningau District,Sabah State,polygon,,,Admin2,37406,,5.26453,116.27259,104,"Joveen-Neoh WF, Chong KL, Wong CM, Lau TY (2011) Incidence of malaria in the interior division of Sabah, Malaysian Borneo, based on nested PCR. J Parasitol Res 2011: 104284.","Lau TY, Joveen-Neoh WF, Chong KL (2011) High incidence of Plasmodium knowlesi infection in the interior division of Sabah, Malaysian Borneo. Int J Biosci Biochem Bioinform 1: 163-167.",,,
120,1,0,1,87,actual,confirmed malaria cases,human,1,2010,Malaysia,MYS,Tambunam District,Sabah State,polygon,,,Admin2,37423,,5.66700,116.41163,104,"Joveen-Neoh WF, Chong KL, Wong CM, Lau TY (2011) Incidence of malaria in the interior division of Sabah, Malaysian Borneo, based on nested PCR. J Parasitol Res 2011: 104284.","Lau TY, Joveen-Neoh WF, Chong KL (2011) High incidence of Plasmodium knowlesi infection in the interior division of Sabah, Malaysian Borneo. Int J Biosci Biochem Bioinform 1: 163-167.",,,
121,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Kinabatangan & Tongod Districts combined,Sabah State,polygon,,,Admin2,37407,,5.24658,117.53796,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
122,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Tawau District,Sabah State,polygon,,,Admin2,37424,,4.47525,117.65860,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
123,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Ranau District,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
124,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Tenom District,Sabah State,polygon,,,Admin2,37425,,4.87915,115.95192,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
125,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Keningau District,Sabah State,polygon,,,Admin2,37406,,5.26453,116.27259,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
126,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Tambunam District,Sabah State,polygon,,,Admin2,37423,,5.66700,116.41163,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
127,1,0,1,88,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Kota Kinabalu District,Sabah State,polygon,,,Admin2,37409,,5.98195,116.15870,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
128,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Kudat District,Sabah State,polygon,,,Admin2,37412,,7.01309,116.92670,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
129,1,0,1,44,divided pool,confirmed malaria cases,human,1,2009,Malaysia,MYS,Beaufort District,Sabah State,polygon,,,Admin2,37405,,5.31565,115.70344,430,"Naing DKS, Anderios F, Zaw L (2011) Geographic and ethnic distribution of P. knowlesi infection in Sabah, Malaysia. International Journal of Collaborative Research on Internal Medicine and Public Health 5: 391-400.",,,,
137,1,0,0,43,divided pool,monkeys,monkey,1,2009,Thailand,THA,"forest site, Chanae District",Narathiwat Province,point,5.99164,101.57761,,,,,,154,"Putaporntip C, Jongwutiwes S, Thongaree S, Seethamchai S, Grynberg P, et al. (2010) Ecology of malaria parasites infecting Southeast Asian macaques: evidence from cytochrome b sequences. Mol Ecol 19: 3466-3476.",,,,
140,1,0,0,43,divided pool,monkeys,monkey,1,2009,Thailand,THA,"forest site, Sukhirin District",Narathiwat Province,point,5.80185,101.74236,,,,,,154,"Putaporntip C, Jongwutiwes S, Thongaree S, Seethamchai S, Grynberg P, et al. (2010) Ecology of malaria parasites infecting Southeast Asian macaques: evidence from cytochrome b sequences. Mol Ecol 19: 3466-3476.",,,,
141,1,0,0,43,divided pool,monkeys,monkey,1,2009,Thailand,THA,"forest site, Su-ngai Padi District",Narathiwat Province,point,6.01172,101.84753,,,,,,154,"Putaporntip C, Jongwutiwes S, Thongaree S, Seethamchai S, Grynberg P, et al. (2010) Ecology of malaria parasites infecting Southeast Asian macaques: evidence from cytochrome b sequences. Mol Ecol 19: 3466-3476.",,,,
142,1,0,0,43,divided pool,monkeys,monkey,1,2009,Thailand,THA,"forest site, Tak Bai District",Narathiwat Province,point,6.22989,101.97147,,,,,,154,"Putaporntip C, Jongwutiwes S, Thongaree S, Seethamchai S, Grynberg P, et al. (2010) Ecology of malaria parasites infecting Southeast Asian macaques: evidence from cytochrome b sequences. Mol Ecol 19: 3466-3476.",,,,
143,1,0,0,43,divided pool,monkeys,monkey,1,2009,Thailand,THA,"forest site, Waeng District",Narathiwat Province,point,5.82280,101.86784,,,,,,154,"Putaporntip C, Jongwutiwes S, Thongaree S, Seethamchai S, Grynberg P, et al. (2010) Ecology of malaria parasites infecting Southeast Asian macaques: evidence from cytochrome b sequences. Mol Ecol 19: 3466-3476.",,,,
150,1,0,0,,,monkeys,monkey,1,2006,Thailand,THA,Suan Som Dej,Chumphon Province,point,9.94727,99.03931,,,,,,,"Putaporntip C, Jongwutiwes S (2014) personal communication","Seethamchai S, Putaporntip C, Areekul C, Hongsri-muang T, Malaivijitnond S, et al. (2006) First report of natural Plasmodium knowlesi infection in wild macaques, Thailand. The American Journal of Tropical Medicine and Hygiene 75: 248.",,,
151,1,0,0,,,monkeys,monkey,1,2006,Thailand,THA,Sai Yok,Kanchanaburi Province,point,14.07240,99.09180,,,,,,,"Putaporntip C, Jongwutiwes S (2014) personal communication","Seethamchai S, Putaporntip C, Areekul C, Hongsri-muang T, Malaivijitnond S, et al. (2006) First report of natural Plasmodium knowlesi infection in wild macaques, Thailand. The American Journal of Tropical Medicine and Hygiene 75: 248.",,,
152,1,0,0,,,monkeys,monkey,1,2006,Thailand,THA,Ban Bang Bai Mai,Suratthani Province,point,9.15487,99.29827,,,,,,,"Putaporntip C, Jongwutiwes S (2014) personal communication","Seethamchai S, Putaporntip C, Areekul C, Hongsri-muang T, Malaivijitnond S, et al. (2006) First report of natural Plasmodium knowlesi infection in wild macaques, Thailand. The American Journal of Tropical Medicine and Hygiene 75: 248.",,,
153,1,0,0,,,monkeys,monkey,1,2006,Thailand,THA,Ban Pak Bang,Suratthani Province,point,9.04925,99.23333,,,,,,,"Putaporntip C, Jongwutiwes S (2014) personal communication","Seethamchai S, Putaporntip C, Areekul C, Hongsri-muang T, Malaivijitnond S, et al. (2006) First report of natural Plasmodium knowlesi infection in wild macaques, Thailand. The American Journal of Tropical Medicine and Hygiene 75: 248.",,,
154,1,0,0,,,monkeys,human,1,2014,Thailand,THA,unpublished site,Lampung Province,point,18.77430,99.86125,,,,,,,"Putaporntip C, Jongwutiwes S (2014) personal communication",,,,
156,1,0,1,7,divided pool,monkeys,monkey,1,2004,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,435,"Lee KS, Divis PC, Zakaria SK, Matusop A, Julin RA, et al. (2011) Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques. PLoS Pathog 7: e1002015.","Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,
157,1,0,1,7,divided pool,monkeys,monkey,1,2005,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,435,"Lee KS, Divis PC, Zakaria SK, Matusop A, Julin RA, et al. (2011) Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques. PLoS Pathog 7: e1002015.","Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,
158,1,0,1,7,divided pool,monkeys,monkey,1,2006,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,435,"Lee KS, Divis PC, Zakaria SK, Matusop A, Julin RA, et al. (2011) Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques. PLoS Pathog 7: e1002015.","Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,
159,1,0,1,7,divided pool,monkeys,monkey,1,2007,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,435,"Lee KS, Divis PC, Zakaria SK, Matusop A, Julin RA, et al. (2011) Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques. PLoS Pathog 7: e1002015.","Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,
160,1,0,1,7,divided pool,monkeys,monkey,1,2008,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,435,"Lee KS, Divis PC, Zakaria SK, Matusop A, Julin RA, et al. (2011) Plasmodium knowlesi: reservoir hosts and tracking the emergence in humans and macaques. PLoS Pathog 7: e1002015.","Divis PCS, Singh B, Anderios F, Hisam S, Matusop A, et al. (2015) Admixture in humans of two divergent Plasmodium knowlesi populations associated with different macaque host species. PLoS Pathogens 11: e1004888.",,,
161,1,0,1,2,actual,monkeys,monkey,1,2007,Singapore,SGP,"forest, Lim Chu Kang urban planning area",Singapore (Sembawang-hong Kah),point,1.41795,103.70383,,,,,,153,"Jeslyn WP, Huat TC, Vernon L, Irene LM, Sung LK, et al. (2011) Molecular epidemiological investigation of Plasmodium knowlesi in humans and macaques in Singapore. Vector Borne Zoonotic Dis 11: 131-135.",,,,
162,1,0,1,1,actual,monkeys,monkey,1,2009,Singapore,SGP,"forest, Lim Chu Kang urban planning area",Singapore (Sembawang-hong Kah),point,1.41795,103.70383,,,,,,153,"Jeslyn WP, Huat TC, Vernon L, Irene LM, Sung LK, et al. (2011) Molecular epidemiological investigation of Plasmodium knowlesi in humans and macaques in Singapore. Vector Borne Zoonotic Dis 11: 131-135.",,,,
164,1,0,1,3,actual,case series,human,2,2007,Singapore,SGP,"forest, Lim Chu Kang urban planning area",Singapore (Sembawang-hong Kah),point,1.417949,103.703828,,,,,,153,"Jeslyn WP, Huat TC, Vernon L, Irene LM, Sung LK, et al. (2011) Molecular epidemiological investigation of Plasmodium knowlesi in humans and macaques in Singapore. Vector Borne Zoonotic Dis 11: 131-135.",,,,
165,1,0,1,1,actual,case report,human,2,2008,Singapore,SGP,"forest, Lim Chu Kang urban planning area",Singapore (Sembawang-hong Kah),point,1.41795,103.70383,,,,,,153,"Jeslyn WP, Huat TC, Vernon L, Irene LM, Sung LK, et al. (2011) Molecular epidemiological investigation of Plasmodium knowlesi in humans and macaques in Singapore. Vector Borne Zoonotic Dis 11: 131-135.",,,,
166,0,0,1,0,actual,mosquitoes with sporozoites or oocysts,mosquito,1,2005,Malaysia,MYS,Lubok Loh Yong,Sarawak State,point,1.97517,112.85725,,,,,,127,"Tan CH, Vythilingam I, Matusop A, Chan ST, Singh B (2008) Bionomics of Anopheles latens in Kapit, Sarawak, Malaysian Borneo in relation to the transmission of zoonotic simian malaria parasite Plasmodium knowlesi. Malar J 7: 52.",Vythilingam I (2014) personal communication,,,
167,1,0,1,6,actual,mosquitoes with sporozoites or oocysts,mosquito,1,2005,Malaysia,MYS,JKR,Sarawak State,point,2.01548,112.97120,,,,,,127,"Tan CH, Vythilingam I, Matusop A, Chan ST, Singh B (2008) Bionomics of Anopheles latens in Kapit, Sarawak, Malaysian Borneo in relation to the transmission of zoonotic simian malaria parasite Plasmodium knowlesi. Malar J 7: 52.",Vythilingam I (2014) personal communication,,,
168,1,0,1,3,actual,mosquitoes with sporozoites or oocysts,mosquito,1,2005,Malaysia,MYS,"farm, Ulu Sangai Yong",Sarawak State,point,1.96880,112.89579,,,,,,127,"Tan CH, Vythilingam I, Matusop A, Chan ST, Singh B (2008) Bionomics of Anopheles latens in Kapit, Sarawak, Malaysian Borneo in relation to the transmission of zoonotic simian malaria parasite Plasmodium knowlesi. Malar J 7: 52.",Vythilingam I (2014) personal communication,,,
170,1,0,0,17,actual,mosquitoes with sporozoites,mosquito,1,2008,Vietnam,VNM,"Khanh Phu Commune, Khan Vinh District",Khan Hoa Province,point,12.23300,108.93300,,,,,,141,"Nakazawa S, Marchand RP, Quang NT, Culleton R, Manh ND, et al. (2009) Anopheles dirus co-infection with human and monkey malaria parasites in Vietnam. Int J Parasitol 39: 1533-1537.",,,,
174,1,0,1,2,divided pool,mosquitoes with sporozoites or oocysts,mosquito,1,2008,Malaysia,MYS,Serunai Mela village,Pahang State,point,4.11667,102.18583,,,,,,1319,"Jiram AI, Vythilingam I, NoorAzian YM, Yusof YM, Azahari AH, et al. (2012) Entomologic investigation of Plasmodium knowlesi vectors in Kuala Lipis, Pahang, Malaysia. Malaria Journal 11.",,,,
175,1,0,1,2,divided pool,mosquitoes with sporozoites or oocysts,mosquito,1,2008,Malaysia,MYS,Sungai Ular orchard,Pahang State,point,4.25194,102.06889,,,,,,1319,"Jiram AI, Vythilingam I, NoorAzian YM, Yusof YM, Azahari AH, et al. (2012) Entomologic investigation of Plasmodium knowlesi vectors in Kuala Lipis, Pahang, Malaysia. Malaria Journal 11.",,,,
176,0,0,1,0,actual,mosquitoes with sporozoites or oocysts,mosquito,1,2008,Malaysia,MYS,Sungai Ular village,Pahang State,point,4.21869,101.88333,,,,,,1319,"Jiram AI, Vythilingam I, NoorAzian YM, Yusof YM, Azahari AH, et al. (2012) Entomologic investigation of Plasmodium knowlesi vectors in Kuala Lipis, Pahang, Malaysia. Malaria Journal 11.",,,,
177,1,0,1,1,actual,case report traveller,human,2,2011,Malaysia,MYS,Batang Ai National Park,Sarawak State,point,1.22270,111.94750,,,,,,179,"Link L, Bart A, Verhaar N, van Gool T, Pronk M, et al. (2012) Molecular detection of Plasmodium knowlesi in a Dutch traveler by real-time PCR. J Clin Microbiol 50: 2523-2524.",Singh B (2012) personal communication,,,
178,1,0,1,1,actual,case report traveller,human,2,2009,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,142,"van Hellemond JJ, Rutten M, Koelewijn R, Zeeman AM, Verweij JJ, et al. (2009) Human Plasmodium knowlesi infection detected by rapid diagnostic tests for malaria. Emerg Infect Dis 15: 1478-1480.",,,,
