ID,Start_month,Start_year,End_month,End_year,Host,Community,N_prevalence,No_Positive,Prevalence,Lower_age,Upper_age,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Admin2_1,Admin2_2,Admin1_1,Publication_year,Source_1,Source_2
1523,8,2002,12,2002,Homo sapiens,,124,0,0,0,99,Positive in one serological test,Brazil,polygon,Monsenhor Hipólito,,,,,,,,,,,,,,,,,,,,,,,,,,,,9803,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1524,8,2002,12,2002,Homo sapiens,,202,5,0.024752475,0,99,Positive in one serological test,Brazil,polygon,Monte Alegre do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9804,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1525,8,2002,12,2002,Homo sapiens,,116,0,0,0,99,Positive in one serological test,Brazil,polygon,Morro Cabeça no Tempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,9805,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1526,8,2002,12,2002,Homo sapiens,,186,5,0.02688172,0,99,Positive in one serological test,Brazil,polygon,Murici dos Portelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,9807,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1527,8,2002,12,2002,Homo sapiens,,225,4,0.017777778,0,99,Positive in one serological test,Brazil,polygon,Nazaré do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9808,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1528,8,2002,12,2002,Homo sapiens,,139,0,0,0,99,Positive in one serological test,Brazil,polygon,N Senhora de Nazaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,9809,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1529,8,2002,12,2002,Homo sapiens,,182,0,0,0,99,Positive in one serological test,Brazil,polygon,N Senhora dos Remédios,,,,,,,,,,,,,,,,,,,,,,,,,,,,9810,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1530,8,2002,12,2002,Homo sapiens,,173,11,0.063583815,0,99,Positive in one serological test,Brazil,polygon,Petronio Portela,,,,,,,,,,,,,,,,,,,,,,,,,,,,9829,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1531,8,2002,12,2002,Homo sapiens,,125,1,0.008,0,99,Positive in one serological test,Brazil,polygon,Novo Oriente do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9811,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1532,8,2002,12,2002,Homo sapiens,,98,0,0,0,99,Positive in one serological test,Brazil,polygon,Novo Santo Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,9812,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1533,8,2002,12,2002,Homo sapiens,,495,16,0.032323232,0,99,Positive in one serological test,Brazil,polygon,Oeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,9813,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1534,8,2002,12,2002,Homo sapiens,,53,0,0,0,99,Positive in one serological test,Brazil,polygon,Olho d’Água do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9814,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1535,8,2002,12,2002,Homo sapiens,,125,0,0,0,99,Positive in one serological test,Brazil,polygon,Padre Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,9815,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1536,8,2002,12,2002,Homo sapiens,,157,7,0.044585987,0,99,Positive in one serological test,Brazil,polygon,Paes Landim,,,,,,,,,,,,,,,,,,,,,,,,,,,,9816,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1537,8,2002,12,2002,Homo sapiens,,65,3,0.046153846,0,99,Positive in one serological test,Brazil,polygon,Pajeú do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9817,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1538,8,2002,12,2002,Homo sapiens,,222,3,0.013513514,0,99,Positive in one serological test,Brazil,polygon,Palmeira do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9818,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1539,8,2002,12,2002,Homo sapiens,,267,0,0,0,99,Positive in one serological test,Brazil,polygon,Palmeirais,,,,,,,,,,,,,,,,,,,,,,,,,,,,9819,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1540,8,2002,12,2002,Homo sapiens,,126,10,0.079365079,0,99,Positive in one serological test,Brazil,polygon,Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,9820,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1541,8,2002,12,2002,Homo sapiens,,211,3,0.014218009,0,99,Positive in one serological test,Brazil,polygon,Parnaguá,,,,,,,,,,,,,,,,,,,,,,,,,,,,9821,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1542,8,2002,12,2002,Homo sapiens,,166,1,0.006024096,0,99,Positive in one serological test,Brazil,polygon,Parnaíba,,,,,,,,,,,,,,,,,,,,,,,,,,,,9822,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1543,8,2002,12,2002,Homo sapiens,,46,0,0,0,99,Positive in one serological test,Brazil,polygon,Passagem Franca do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9823,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1544,8,2002,12,2002,Homo sapiens,,164,4,0.024390244,0,99,Positive in one serological test,Brazil,polygon,Patos do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9824,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1545,8,2002,12,2002,Homo sapiens,,1129,3,0.002657219,0,99,Positive in one serological test,Brazil,polygon,Paulistana,,,,,,,,,,,,,,,,,,,,,,,,,,,,9825,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1546,8,2002,12,2002,Homo sapiens,,107,0,0,0,99,Positive in one serological test,Brazil,polygon,Pavussú,,,,,,,,,,,,,,,,,,,,,,,,,,,,9826,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1547,8,2002,12,2002,Homo sapiens,,611,4,0.006546645,0,99,Positive in one serological test,Brazil,polygon,Pedro II,,,,,,,,,,,,,,,,,,,,,,,,,,,,9827,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1548,8,2002,12,2002,Homo sapiens,,52,5,0.096153846,0,99,Positive in one serological test,Brazil,polygon,Pedro Laurentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,9828,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1549,8,2002,12,2002,Homo sapiens,,523,45,0.086042065,0,99,Positive in one serological test,Brazil,polygon,Picos,,,,,,,,,,,,,,,,,,,,,,,,,,,,9830,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1550,8,2002,12,2002,Homo sapiens,,217,5,0.023041475,0,99,Positive in one serological test,Brazil,polygon,Pimenteiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,9831,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1551,8,2002,12,2002,Homo sapiens,,139,0,0,0,99,Positive in one serological test,Brazil,polygon,Pio IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,9832,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1552,8,2002,12,2002,Homo sapiens,,123,0,0,0,99,Positive in one serological test,Brazil,polygon,Piracuruca,,,,,,,,,,,,,,,,,,,,,,,,,,,,9833,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1553,8,2002,12,2002,Homo sapiens,,567,1,0.001763668,0,99,Positive in one serological test,Brazil,polygon,Piripiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,9834,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1554,8,2002,12,2002,Homo sapiens,,134,0,0,0,99,Positive in one serological test,Brazil,polygon,Porto,,,,,,,,,,,,,,,,,,,,,,,,,,,,9835,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1555,8,2002,12,2002,Homo sapiens,,43,0,0,0,99,Positive in one serological test,Brazil,polygon,Porto Alegre do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9836,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1556,8,2002,12,2002,Homo sapiens,,32,0,0,0,99,Positive in one serological test,Brazil,polygon,Prata do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9837,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1557,8,2002,12,2002,Homo sapiens,,267,1,0.003745318,0,99,Positive in one serological test,Brazil,polygon,Queimada Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,9838,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1558,8,2002,12,2002,Homo sapiens,,244,9,0.036885246,0,99,Positive in one serological test,Brazil,polygon,Redenção do Gurguéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,9839,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1559,8,2002,12,2002,Homo sapiens,,147,1,0.006802721,0,99,Positive in one serological test,Brazil,polygon,Regeneração,,,,,,,,,,,,,,,,,,,,,,,,,,,,9840,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1560,8,2002,12,2002,Homo sapiens,,181,17,0.093922652,0,99,Positive in one serological test,Brazil,polygon,Riacho Frio,,,,,,,,,,,,,,,,,,,,,,,,,,,,9841,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1561,8,2002,12,2002,Homo sapiens,,123,4,0.032520325,0,99,Positive in one serological test,Brazil,polygon,Ribeira do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9842,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1562,8,2002,12,2002,Homo sapiens,,88,4,0.045454545,0,99,Positive in one serological test,Brazil,polygon,Ribeiro Gonçalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,9843,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1563,8,2002,12,2002,Homo sapiens,,145,0,0,0,99,Positive in one serological test,Brazil,polygon,Rio Grande do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9844,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1564,8,2002,12,2002,Homo sapiens,,57,2,0.035087719,0,99,Positive in one serological test,Brazil,polygon,Santa Cruz do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9845,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1565,8,2002,12,2002,Homo sapiens,,57,0,0,0,99,Positive in one serological test,Brazil,polygon,Santa Cruz dos Milagres,,,,,,,,,,,,,,,,,,,,,,,,,,,,9846,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1566,8,2002,12,2002,Homo sapiens,,103,1,0.009708738,0,99,Positive in one serological test,Brazil,polygon,Santa Luz,,,,,,,,,,,,,,,,,,,,,,,,,,,,9848,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1567,8,2002,12,2002,Homo sapiens,,77,5,0.064935065,0,99,Positive in one serological test,Brazil,polygon,Santa Rosa do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9849,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1568,8,2002,12,2002,Homo sapiens,,132,5,0.037878788,0,99,Positive in one serological test,Brazil,polygon,Santana do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9850,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1569,8,2002,12,2002,Homo sapiens,,98,1,0.010204082,0,99,Positive in one serological test,Brazil,polygon,Santo Antonio de Lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,9851,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1570,8,2002,12,2002,Homo sapiens,,64,0,0,0,99,Positive in one serological test,Brazil,polygon,Sto Antonio dos Milagres,,,,,,,,,,,,,,,,,,,,,,,,,,,,9852,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1571,8,2002,12,2002,Homo sapiens,,91,3,0.032967033,0,99,Positive in one serological test,Brazil,polygon,Santo Inácio do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9853,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1572,8,2002,12,2002,Homo sapiens,,128,1,0.0078125,0,99,Positive in one serological test,Brazil,polygon,São Brás do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9854,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1573,8,2002,12,2002,Homo sapiens,,46,0,0,0,99,Positive in one serological test,Brazil,polygon,São Felix do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9855,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1574,8,2002,12,2002,Homo sapiens,,146,2,0.01369863,0,99,Positive in one serological test,Brazil,polygon,São Francisco de Assis PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9856,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1575,8,2002,12,2002,Homo sapiens,,235,14,0.059574468,0,99,Positive in one serological test,Brazil,polygon,São Francisco do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9857,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1576,8,2002,12,2002,Homo sapiens,,98,10,0.102040816,0,99,Positive in one serological test,Brazil,polygon,São Gonçalo do Gurguéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,9858,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1577,8,2002,12,2002,Homo sapiens,,74,1,0.013513514,0,99,Positive in one serological test,Brazil,polygon,São Gonçalo do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9859,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1578,8,2002,12,2002,Homo sapiens,,96,0,0,0,99,Positive in one serological test,Brazil,polygon,São João da Canabrava,,,,,,,,,,,,,,,,,,,,,,,,,,,,9860,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1579,8,2002,12,2002,Homo sapiens,,73,0,0,0,99,Positive in one serological test,Brazil,polygon,São João da Fronteira,,,,,,,,,,,,,,,,,,,,,,,,,,,,9861,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1580,8,2002,12,2002,Homo sapiens,,88,0,0,0,99,Positive in one serological test,Brazil,polygon,São João da Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,9862,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1581,8,2002,12,2002,Homo sapiens,,168,6,0.035714286,0,99,Positive in one serological test,Brazil,polygon,São João da Varjota,,,,,,,,,,,,,,,,,,,,,,,,,,,,9863,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1582,8,2002,12,2002,Homo sapiens,,277,32,0.115523466,0,99,Positive in one serological test,Brazil,polygon,São João do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9865,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1583,8,2002,12,2002,Homo sapiens,,172,0,0,0,99,Positive in one serological test,Brazil,polygon,São José do Divino,,,,,,,,,,,,,,,,,,,,,,,,,,,,9866,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1584,8,2002,12,2002,Homo sapiens,,73,5,0.068493151,0,99,Positive in one serological test,Brazil,polygon,São José do Peixe,,,,,,,,,,,,,,,,,,,,,,,,,,,,9867,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1585,8,2002,12,2002,Homo sapiens,,236,3,0.012711864,0,99,Positive in one serological test,Brazil,polygon,São José do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9868,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1586,8,2002,12,2002,Homo sapiens,,61,1,0.016393443,0,99,Positive in one serological test,Brazil,polygon,São Julião,,,,,,,,,,,,,,,,,,,,,,,,,,,,9869,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1587,8,2002,12,2002,Homo sapiens,,86,1,0.011627907,0,99,Positive in one serological test,Brazil,polygon,São Lourenço do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9870,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1588,8,2002,12,2002,Homo sapiens,,137,4,0.02919708,0,99,Positive in one serological test,Brazil,polygon,São Luis do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9871,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1589,8,2002,12,2002,Homo sapiens,,45,0,0,0,99,Positive in one serological test,Brazil,polygon,São Miguel da Baixa Gde,,,,,,,,,,,,,,,,,,,,,,,,,,,,9872,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1590,8,2002,12,2002,Homo sapiens,,133,5,0.037593985,0,99,Positive in one serological test,Brazil,polygon,São Miguel do Fidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,9873,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1591,8,2002,12,2002,Homo sapiens,,126,0,0,0,99,Positive in one serological test,Brazil,polygon,São Miguel do Tapuio,,,,,,,,,,,,,,,,,,,,,,,,,,,,9874,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1592,8,2002,12,2002,Homo sapiens,,189,0,0,0,99,Positive in one serological test,Brazil,polygon,São Pedro do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9875,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1593,8,2002,12,2002,Homo sapiens,,112,1,0.008928571,0,99,Positive in one serological test,Brazil,polygon,São Raimundo Nonato,,,,,,,,,,,,,,,,,,,,,,,,,,,,9876,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1594,8,2002,12,2002,Homo sapiens,,256,13,0.05078125,0,99,Positive in one serological test,Brazil,polygon,Sebastião Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1595,8,2002,12,2002,Homo sapiens,,87,0,0,0,99,Positive in one serological test,Brazil,polygon,Sebastião Leal,,,,,,,,,,,,,,,,,,,,,,,,,,,,9878,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1596,8,2002,12,2002,Homo sapiens,,167,1,0.005988024,0,99,Positive in one serological test,Brazil,polygon,Sigefredo Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,9879,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1597,8,2002,12,2002,Homo sapiens,,214,0,0,0,99,Positive in one serological test,Brazil,polygon,Simões,,,,,,,,,,,,,,,,,,,,,,,,,,,,9880,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1598,8,2002,12,2002,Homo sapiens,,157,6,0.038216561,0,99,Positive in one serological test,Brazil,polygon,Simplício Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,9881,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1599,8,2002,12,2002,Homo sapiens,,151,4,0.026490066,0,99,Positive in one serological test,Brazil,polygon,Socorro do PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,9882,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
1600,8,2002,12,2002,Homo sapiens,,149,7,0.046979866,0,99,Positive in one serological test,Brazil,polygon,Sussuapara,,,,,,,,,,,,,,,,,,,,,,,,,,,,9883,,,2006,"Borges-Pereira, J. et al. Seroprevalence of Chagas disease infection in the State of Piaui, 2002. Rev. Soc. Bras. Med. Trop. 39, 530-539 (2006).",
