ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_occurrence,Presence/absence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Public_year,Source_1,Source_2
17241,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 4,-0.9903,-80.2074,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17242,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 4,-0.9903,-80.2074,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17243,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 5,-0.99042,-80.2072,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17244,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 6,-0.9912,-80.2065,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17245,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 6,-0.9912,-80.2065,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17246,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 7,-0.9904,-80.20723,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17247,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 7,-0.9904,-80.20723,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17248,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón,-0.99155,-80.20248,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17249,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Ramón,-0.78996,-80.436,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17250,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Ramón,-0.78996,-80.436,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17251,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Ramón,-0.78996,-80.436,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17252,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Chita,-0.48075,-80.32537,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17253,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Río Canoa,-0.46932,-80.3776,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17254,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Río Canoa,-0.46932,-80.3776,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17255,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Río Canoa,-0.46932,-80.3776,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17256,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Río Canoa,-0.46932,-80.3776,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17257,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Mariscal Sucre,-1.43933,-80.54442,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17258,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Mariscal Sucre,-1.43933,-80.54442,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17259,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Liguiquí,-1.05585,-80.88088,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17371,,,,,Triatoma infestans,Triatoma,vector,,1,Positive in genetic test,Argentina,point,Las Leonas,-27.03028,-61.65242,Paper,,,2015,"Ragone, P. G. et al. Experimental evidence of biological interactions among different isolates of Trypanosoma cruzi from the Chaco region. PLoS One 10 (2015).",
17390,,,,,Triatoma brasiliensis,Triatoma,vector,297,1,Direct examination,Brazil,point,Caico,-6.4586,-37.08873,Google Maps,,,2015,"Almeida, C. E., Faucher, L., Lavina, M., Costa, J. & Harry, M. Molecular eco-epidemiology of Triatoma brasiliensis, the most important Chagas disease vector in Brazil: detection of vector foci highly infected by Trypanosoma cruzi and associated with the reservoir Kerodon rupestris (Rodentia: Caviidae). Trop. Med. Int. Health. 20, 404-405 (2015).",
17424,,,,,Triatoma brasiliensis,Triatoma,vector,,1,Direct examination,Brazil,polygon,Cajazeiras,,,,8913,,2015,"Lilioso, M., Folly-Ramos, E., Rocha, F. L., Dornak, L. L. & Almeida, C. E. Entomological indicators applied to Triatoma brasiliensis alert for the risk for the re-emergency of hyperendemic Chagas disease foci in semi-arid zones of Brazil. Trop. Med. Int. Health. 20, 405-405 (2015).",
17425,,,,,Triatoma brasiliensis,Triatoma,vector,,1,Direct examination,Brazil,polygon,Santa Terezinha,,,,9037,,2015,"Lilioso, M., Folly-Ramos, E., Rocha, F. L., Dornak, L. L. & Almeida, C. E. Entomological indicators applied to Triatoma brasiliensis alert for the risk for the re-emergency of hyperendemic Chagas disease foci in semi-arid zones of Brazil. Trop. Med. Int. Health. 20, 405-405 (2015).",
17426,,,,,Triatoma brasiliensis,Triatoma,vector,,1,Direct examination,Brazil,polygon,Sao Jose De Espinharas,,,,9052,,2015,"Lilioso, M., Folly-Ramos, E., Rocha, F. L., Dornak, L. L. & Almeida, C. E. Entomological indicators applied to Triatoma brasiliensis alert for the risk for the re-emergency of hyperendemic Chagas disease foci in semi-arid zones of Brazil. Trop. Med. Int. Health. 20, 405-405 (2015).",
17427,,,,,Triatoma brasiliensis,Triatoma,vector,,1,Direct examination,Brazil,polygon,Caico,,,,10008,,2015,"Lilioso, M., Folly-Ramos, E., Rocha, F. L., Dornak, L. L. & Almeida, C. E. Entomological indicators applied to Triatoma brasiliensis alert for the risk for the re-emergency of hyperendemic Chagas disease foci in semi-arid zones of Brazil. Trop. Med. Int. Health. 20, 405-405 (2015).",
17428,,,,,Triatoma brasiliensis,Triatoma,vector,,1,Direct examination,Brazil,polygon,Currais Novos,,,,10019,,2015,"Lilioso, M., Folly-Ramos, E., Rocha, F. L., Dornak, L. L. & Almeida, C. E. Entomological indicators applied to Triatoma brasiliensis alert for the risk for the re-emergency of hyperendemic Chagas disease foci in semi-arid zones of Brazil. Trop. Med. Int. Health. 20, 405-405 (2015).",
17442,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 1,-0.04,-79.926,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17443,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 2,-0.912,-80.117,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17444,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 3,-1.067,-80.03,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17445,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 4,-1.162,-80.361,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17446,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 5,-1.418,-80.262,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17447,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 6,-1.489,-80.224,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17448,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 7,-0.067,-80.075,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17449,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 8,-0.311,-80.322,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17450,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 9,-0.454,-80.393,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17451,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 10,-0.472,-80.331,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17452,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 11,-0.481,-80.25,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17453,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 12,-0.739,-80.378,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17454,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 13,-0.913,-80.338,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17455,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 14,-0.926,-80.196,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17456,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 15,-0.964,-80.201,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17457,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 16,-0.999,-80.384,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17458,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 17,-1.073,-80.38,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17459,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 18,-1.023,-80.873,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17460,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 19,-1.208,-80.426,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17461,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 20,-1.282,-80.148,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17462,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 21,-1.227,-80.517,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17463,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 22,-1.227,-80.556,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17464,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 23,-1.299,-80.542,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17465,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 24,-1.417,-80.548,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17466,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 25,-1.404,-80.527,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17467,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 26,-1.52,-80.398,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17468,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 27,-1.541,-80.388,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17469,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 28,-0.452,-79.941,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17470,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 29,-0.518,-80.156,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17471,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 30,-0.403,-80.324,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17472,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 31,-0.777,-80.44,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17473,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 32,-1.046,-80.603,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17474,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 33,-1.013,-80.226,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17475,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 34,-1.019,-80.132,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17476,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 35,-1.615,-80.412,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17477,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 36,-1.521,-80.609,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17478,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 37,-1.511,-80.738,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
