ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Site_name_8,Latitude_8,Longitude_8,Coordinate_source_8,Admin2_1,Admin1_1,Admin0,Publication_year,Source_1,Source_2
997,,,,,Canis familiaris,domestic mammals,alternative host,75,4,0.053333333,"Positive in two independent serological tests, and hemoculture or xenodiagnosis",Brazil,points,Jaraguari municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7710,,,2008,"de Souza, A. I., Paulino-Junior, D., Sousa, M. G. & Camacho, A. A. Clinical and laboratorial features of naturally occurring Trypanosoma cruzi infection in dogs from Mato Grosso do Sul. Ciencia Rural 38, 1351-1356 (2008).",
1001,1,2007,9,2008,Didelphis virginiana,marsupial,alternative host,50,12,0.24,Positive in two independent serological tests,Mexico,point,La Milpilla & La Villita,20.16667,-103.38333,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,"Elena Villagran, M., Alejandro Martinez-Ibarra, J. & Antonio de Diego, J. Pathological alterations and prevalence of Trypanosoma cruzi in opossums from western Mexico. Bol. Mal. Salud Amb. 51, 87-88 (2011).",
1008,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,16,5,0.3125,Positive in two independent serological tests,Mexico,point,El Carmen Ixtapan,18.83392,-100.23323,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1009,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,42,16,0.380952381,Positive in two independent serological tests,Mexico,point,Rincon del Carmen,18.90223,-100.12088,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1010,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,24,1,0.041666667,Positive in two independent serological tests,Mexico,point,Rio Grande,19.00229,-100.13853,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1011,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,10,1,0.1,Positive in two independent serological tests,Mexico,point,Tejupilco,18.93086,-100.47774,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1012,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,22,1,0.045454545,Positive in two independent serological tests,Mexico,point,Zacatepec,18.91787,-100.1248,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1013,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,80,14,0.175,Positive in two independent serological tests,Mexico,polygon,Toluca municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009961,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1014,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,24,0,0,Positive in two independent serological tests,Mexico,points,Apaxco,19.98247,-99.16955,Google Maps,Hueypoxita,19.911044,-99.075307,Google Maps,Jaltenco,19.750871,-99.093158,Google Maps,Nextlalpan,19.731958,-99.067973,Google Maps,,,,,,,,,,,,,,,,,,,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1015,9,2003,5,2004,Canis familiaris,domestic mammals,alternative host,28,12,0.428571429,Positive in two independent serological tests,Mexico,polygon,Chiapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006348,,2006,"Estrada-Franco, J. G. et al. Human Trypanosoma cruzi infection and seropositivity in dogs, Mexico. Emerg. Infect. Dis. 12, 624-630 (2006).","Estrada-Franco, J. G., Vazquez-Chagoyan, J.C. & Garg, N. (2015) personal communication"
1092,,2000,,2003,Various rodent spp.,rodent,alternative host,2,0,0,Positive in genetic test,Brazil,point,Reserva Ecolo?gica IBGE,-15.93167,-47.90056,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1093,,2000,,2003,Various rodent spp.,rodent,alternative host,16,0,0,Positive in genetic test,Brazil,point,Fazenda Sete Veredas,-15.72194,-47.57306,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1094,,2000,,2003,Various rodent spp.,rodent,alternative host,4,0,0,Positive in genetic test,Brazil,point,Rio Sarandi,-15.59167,-47.70556,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1095,,2000,,2003,Various rodent spp.,rodent,alternative host,4,0,0,Positive in genetic test,Brazil,point,Estac?a?o Ecolo?gica Aguas Emendadas,-15.57417,-47.60778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1096,,2000,,2003,Various rodent spp.,rodent,alternative host,5,0,0,Positive in genetic test,Brazil,point,Rio Cariru 1,-15.90056,-47.50972,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1097,,2000,,2003,Various rodent spp.,rodent,alternative host,3,0,0,Positive in genetic test,Brazil,point,Rio Cariru 2,-15.88167,-47.57389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1098,,2000,,2003,Various rodent spp.,rodent,alternative host,3,0,0,Positive in genetic test,Brazil,point,Cerrado,-15.88444,-47.62944,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1099,,2000,,2003,Various rodent spp.,rodent,alternative host,7,0,0,Positive in genetic test,Brazil,point,Rio da Palma 1,-15.56028,-48.0525,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1100,,2000,,2003,Akodon cursor,rodent,alternative host,7,1,0.142857143,Positive in genetic test,Brazil,point,Rio da Palma 2,-15.56611,-48.05139,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1101,,2000,,2003,Various rodent spp.,rodent,alternative host,5,0,0,Positive in genetic test,Brazil,point,Rio Tre?s Barras,-15.59583,-48.00667,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1102,,2000,,2003,Various rodent spp.,rodent,alternative host,8,0,0,Positive in genetic test,Brazil,point,Santua?rio Vida Silvestre Riacho Fundo,-15.85722,-47.94417,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1103,,2000,,2003,Various rodent spp.,rodent,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio Vicente Pires,-15.81444,-48.00389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1104,,2000,,2003,Various rodent spp.,rodent,alternative host,5,0,0,Positive in genetic test,Brazil,point,Rio Samambaia,-15.82139,-48.01111,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1105,,2000,,2003,Didelphis spp.,marsupial,alternative host,5,0,0,Positive in genetic test,Brazil,point,Reserva Ecolo?gica IBGE,-15.93167,-47.90056,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1106,,2000,,2003,Didelphis albiventris,marsupial,alternative host,14,1,0.071428571,Positive in genetic test,Brazil,point,Fazenda Sete Veredas,-15.72194,-47.57306,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1107,,2000,,2003,Didelphis spp.,marsupial,alternative host,2,0,0,Positive in genetic test,Brazil,point,Estac?a?o Ecolo?gica Aguas Emendadas,-15.57417,-47.60778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1108,,2000,,2003,Didelphis spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio Cariru 2,-15.88167,-47.57389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1109,,2000,,2003,Didelphis spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio da Palma 2,-15.56611,-48.05139,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1110,,2000,,2003,Didelphis spp.,marsupial,alternative host,2,0,0,Positive in genetic test,Brazil,point,Rio Tre?s Barras,-15.59583,-48.00667,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1111,,2000,,2003,Didelphis albiventris,marsupial,alternative host,18,6,0.333333333,Positive in genetic test,Brazil,point,Santua?rio Vida Silvestre Riacho Fundo,-15.85722,-47.94417,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1112,,2000,,2003,Didelphis spp.,marsupial,alternative host,6,0,0,Positive in genetic test,Brazil,point,Rio Samambaia,-15.82139,-48.01111,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1113,,2000,,2003,Various marsupial spp.,marsupial,alternative host,20,0,0,Positive in genetic test,Brazil,point,Reserva Ecolo?gica IBGE,-15.93167,-47.90056,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1114,,2000,,2003,Various marsupial spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio Sarandi,-15.59167,-47.70556,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1115,,2000,,2003,Various marsupial spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio Cariru 2,-15.88167,-47.57389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1116,,2000,,2003,Various marsupial spp.,marsupial,alternative host,4,0,0,Positive in genetic test,Brazil,point,Rio da Palma 1,-15.56028,-48.0525,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1117,,2000,,2003,Various marsupial spp.,marsupial,alternative host,2,0,0,Positive in genetic test,Brazil,point,Rio da Palma 2,-15.56611,-48.05139,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1118,,2000,,2003,Various marsupial spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Rio Tre?s Barras,-15.59583,-48.00667,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1119,,2000,,2003,Various marsupial spp.,marsupial,alternative host,1,0,0,Positive in genetic test,Brazil,point,Santua?rio Vida Silvestre Riacho Fundo,-15.85722,-47.94417,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1120,,2000,,2003,Various marsupial spp.,marsupial,alternative host,7,0,0,Positive in genetic test,Brazil,point,Rio Vicente Pires,-15.81444,-48.00389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1121,,2000,,2003,Various marsupial spp.,marsupial,alternative host,12,0,0,Positive in genetic test,Brazil,point,Rio Samambaia,-15.82139,-48.01111,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,"Gurgel-Goncalves, R. et al. Enzootic transmission of Trypanosoma cruzi and T. rangeli in the Federal District of Brazil. Rev. Inst. Med. Trop. Sao Paulo 46, 323-330 (2004).",
1176,,,,,Canis familiaris,domestic mammals,alternative host,272,2,0.007352941,Positive in genetic test,Brazil,point,Vila Operaria,-14.95859,-39.30242,iTouchMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,"Leca Junior, N. F., Almeida, V. d. A., Carvalho, F. S., Albuquerque, G. R. & Silva, F. L. First report of Trypanosoma cruzi infection in naturally infected dogs from southern Bahia, Brazil. Rev. Bras. Parasitol. Vet. 22, 182-185 (2013).",
1191,,2009,,2009,Canis familiaris,domestic mammals,alternative host,30,4,0.133333333,Positive in one serological test,Colombia,polygon,Miraflores municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13971,,,2012,"Manrique-Abril, D., Manrique-Abril, F., Lorca H, M. & Ospina D, J. Prevalence of antibodies for Trypanosoma cruzi in canines from two endemic municipalities of Boyaca. Rev. MVZ Cordoba 17, 2916-2923 (2012).",
1192,,2009,,2009,Canis familiaris,domestic mammals,alternative host,30,5,0.166666667,Positive in one serological test,Colombia,polygon,Moniquirá municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13590,,,2012,"Manrique-Abril, D., Manrique-Abril, F., Lorca H, M. & Ospina D, J. Prevalence of antibodies for Trypanosoma cruzi in canines from two endemic municipalities of Boyaca. Rev. MVZ Cordoba 17, 2916-2923 (2012).",
1212,3,2003,3,2003,Leontopithecus rosalia,non-human primate,alternative host,34,11,0.323529412,Positive in one serological test,Brazil,point,Poco das Antas Biological Reserve,-22.5166,-42.28363,iTouchMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,"Monteiro, R. V. et al. Clinical, biochemical, and electrocardiographic aspects of Trypanosoma cruzi infection in free-ranging golden lion tamarins (Leontopithecus rosalia). J. Med. Primatol. 35, 48-55 (2006).",
1217,1,2004,3,2004,Didelphis virginiana,marsupial,alternative host,29,3,0.103448276,Positive in genetic test,United States of America,point,Milledgeville,33.06306,-83.23627,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Parrish, E. A. & Mead, A. J. Determining the prevalence of Trypanosoma cruzi in road-killed opossums (Didelphis virginiana) from Baldwin County, Georgia, using polymerase chain reaction. Ga. J. Sci. 68, 132-139 (2010).",
1219,6,2001,7,2001,Didelphis marsupialis,marsupial,alternative host,2,2,1,Positive in genetic test,Ecuador,point,Cruz Alta de Miguelillo,-1.00785,-80.27037,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1220,6,2001,7,2001,Philander opossum,marsupial,alternative host,7,1,0.142857143,Positive in genetic test,Ecuador,point,Cruz Alta de Miguelillo,-1.00785,-80.27037,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1221,6,2001,7,2001,Proechimys decumanus,rodent,alternative host,9,0,0,Positive in genetic test,Ecuador,point,Cruz Alta de Miguelillo,-1.00785,-80.27037,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1222,6,2001,7,2001,Mus musculus,domestic mammals,alternative host,1,0,0,Positive in genetic test,Ecuador,point,Cruz Alta de Miguelillo,-1.00785,-80.27037,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1223,6,2001,7,2001,Rattus rattus,rodent,alternative host,3,2,0.666666667,Positive in genetic test,Ecuador,point,Cruz Alta de Miguelillo,-1.00785,-80.27037,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1224,6,2001,7,2001,Didelphis marsupialis,marsupial,alternative host,1,1,1,Positive in genetic test,Ecuador,point,Pimpiguasi,-1.01507,-80.36119,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1225,6,2001,7,2001,Mus musculus,domestic mammals,alternative host,5,1,0.2,Positive in genetic test,Ecuador,point,Pimpiguasi,-1.01507,-80.36119,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,"Pinto, C. M., Grijalva, M. J. & Costales, J. A. Prevalence of Trypanosoma cruzi in rodents and marsupials of two localities of Manabi, Ecuador. Revista de la Pontificia Universidad Catolica del Ecuador 71, 225-233 (2003).",
1240,4,2005,4,2005,Akodon montensis,rodent,alternative host,3,0,0,Positive in one serological test,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1241,4,2005,4,2005,Euryoryzomys russatus,rodent,alternative host,3,0,0,Positive in one serological test,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1242,4,2005,4,2005,Mus musculus,domestic mammals,alternative host,1,0,0,Positive in one serological test,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1243,4,2005,4,2005,Sphiggurus spp.,rodent,alternative host,1,0,0,Hemoculture or xenodiagnosis,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1244,4,2005,4,2005,Didelphis albiventris,marsupial,alternative host,9,8,0.888888889,Positive in one serological test,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1245,4,2005,4,2005,Didelphis aurita,marsupial,alternative host,5,5,1,Positive in one serological test,Brazil,point,Navegantes,-26.87551,-48.65623,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1246,5,2006,5,2006,Rattus rattus,rodent,alternative host,2,2,1,Positive in one serological test,Brazil,point,Redencao,-4.22413,-38.73019,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1247,5,2006,5,2006,Thrichomys laurentius,rodent,alternative host,11,11,1,Positive in one serological test,Brazil,point,Redencao,-4.22413,-38.73019,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1248,5,2006,5,2006,Didelphis albiventris,marsupial,alternative host,5,3,0.6,Positive in one serological test,Brazil,point,Redencao,-4.22413,-38.73019,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
1249,5,2006,5,2006,Monodelphis domestica,marsupial,alternative host,10,3,0.3,Positive in one serological test,Brazil,point,Redencao,-4.22413,-38.73019,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,"Roque, A. L. R. et al. Trypanosoma cruzi Transmission cycle among wild and domestic mammals in three areas of orally transmitted chagas disease outbreaks. Am. J. Trop. Med. Hyg. 79, 742-749 (2008).",
