ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
9878,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,Aguiar municipality,,,,,,,,,,,,,,,,,,,,,,,,8868,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9879,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,6,0,0,Direct examination,Brazil,polygon,Aguiar municipality,,,,,,,,,,,,,,,,,,,,,,,,8868,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9880,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Aguiar municipality,,,,,,,,,,,,,,,,,,,,,,,,8868,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9881,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Alcantil municipality,,,,,,,,,,,,,,,,,,,,,,,,8872,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9882,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,51,2,0.039215686,Direct examination,Brazil,polygon,Aparecida municipality,,,,,,,,,,,,,,,,,,,,,,,,8876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9883,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,57,1,0.01754386,Direct examination,Brazil,polygon,Aparecida municipality,,,,,,,,,,,,,,,,,,,,,,,,8876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9884,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,31,0,0,Direct examination,Brazil,polygon,Aparecida municipality,,,,,,,,,,,,,,,,,,,,,,,,8876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9885,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,37,0,0,Direct examination,Brazil,polygon,Areia de Baraúnas municipality,,,,,,,,,,,,,,,,,,,,,,,,8881,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9886,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,44,0,0,Direct examination,Brazil,polygon,Areia de Baraúnas municipality,,,,,,,,,,,,,,,,,,,,,,,,8881,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9887,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Areia de Baraúnas municipality,,,,,,,,,,,,,,,,,,,,,,,,8881,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9888,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Areia de Baraúnas municipality,,,,,,,,,,,,,,,,,,,,,,,,8881,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9889,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Assunção municipality,,,,,,,,,,,,,,,,,,,,,,,,8885,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9890,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Baraúna municipality,,,,,,,,,,,,,,,,,,,,,,,,8888,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9891,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,55,0,0,Direct examination,Brazil,polygon,Boa Vista municipality,,,,,,,,,,,,,,,,,,,,,,,,8897,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9892,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Bonito de Santa Fé municipality,,,,,,,,,,,,,,,,,,,,,,,,8900,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9893,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Boqueirão municipality,,,,,,,,,,,,,,,,,,,,,,,,8901,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9894,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Boqueirão municipality,,,,,,,,,,,,,,,,,,,,,,,,8901,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9895,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Boqueirão municipality,,,,,,,,,,,,,,,,,,,,,,,,8901,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9896,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Cachoeira dos Índios municipality,,,,,,,,,,,,,,,,,,,,,,,,8908,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9897,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Cachoeira dos Índios municipality,,,,,,,,,,,,,,,,,,,,,,,,8908,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9898,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Cachoeira dos Índios municipality,,,,,,,,,,,,,,,,,,,,,,,,8908,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9899,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Cachoeira dos Índios municipality,,,,,,,,,,,,,,,,,,,,,,,,8908,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9900,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,117,0,0,Direct examination,Brazil,polygon,Cacimba de Areia municipality,,,,,,,,,,,,,,,,,,,,,,,,8909,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9901,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,53,2,0.037735849,Direct examination,Brazil,polygon,Cacimba de Areia municipality,,,,,,,,,,,,,,,,,,,,,,,,8909,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9902,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,14,0,0,Direct examination,Brazil,polygon,Cacimba de Areia municipality,,,,,,,,,,,,,,,,,,,,,,,,8909,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9903,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Cacimbas municipality,,,,,,,,,,,,,,,,,,,,,,,,8911,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9904,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Cacimbas municipality,,,,,,,,,,,,,,,,,,,,,,,,8911,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9905,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Cacimbas municipality,,,,,,,,,,,,,,,,,,,,,,,,8911,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9906,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,57,0,0,Direct examination,Brazil,polygon,Cajazeiras municipality,,,,,,,,,,,,,,,,,,,,,,,,8913,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9907,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,19,1,0.052631579,Direct examination,Brazil,polygon,Cajazeirinhas municipality,,,,,,,,,,,,,,,,,,,,,,,,8914,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9908,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,13,1,0.076923077,Direct examination,Brazil,polygon,Cajazeirinhas municipality,,,,,,,,,,,,,,,,,,,,,,,,8914,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9909,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Cajazeirinhas municipality,,,,,,,,,,,,,,,,,,,,,,,,8914,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9910,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Cajazeirinhas municipality,,,,,,,,,,,,,,,,,,,,,,,,8914,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9911,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Carrapateira municipality,,,,,,,,,,,,,,,,,,,,,,,,8920,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9912,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Catingueira municipality,,,,,,,,,,,,,,,,,,,,,,,,8922,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9913,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Catingueira municipality,,,,,,,,,,,,,,,,,,,,,,,,8922,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9914,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Conceição municipality,,,,,,,,,,,,,,,,,,,,,,,,8925,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9915,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Condado municipality,,,,,,,,,,,,,,,,,,,,,,,,8926,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9916,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,43,1,0.023255814,Direct examination,Brazil,polygon,Condado municipality,,,,,,,,,,,,,,,,,,,,,,,,8926,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9917,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,49,0,0,Direct examination,Brazil,polygon,Condado municipality,,,,,,,,,,,,,,,,,,,,,,,,8926,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9918,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,45,0,0,Direct examination,Brazil,polygon,Condado municipality,,,,,,,,,,,,,,,,,,,,,,,,8926,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9919,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,14,0,0,Direct examination,Brazil,polygon,Congo municipality,,,,,,,,,,,,,,,,,,,,,,,,8928,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9920,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,83,0,0,Direct examination,Brazil,polygon,Coremas municipality,,,,,,,,,,,,,,,,,,,,,,,,8929,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9921,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,39,0,0,Direct examination,Brazil,polygon,Coremas municipality,,,,,,,,,,,,,,,,,,,,,,,,8929,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9922,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,34,0,0,Direct examination,Brazil,polygon,Coremas municipality,,,,,,,,,,,,,,,,,,,,,,,,8929,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9923,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,12,0,0,Direct examination,Brazil,polygon,Coremas municipality,,,,,,,,,,,,,,,,,,,,,,,,8929,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9924,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Desterro municipality,,,,,,,,,,,,,,,,,,,,,,,,8939,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9925,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Desterro municipality,,,,,,,,,,,,,,,,,,,,,,,,8939,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9926,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,13,0,0,Direct examination,Brazil,polygon,Desterro municipality,,,,,,,,,,,,,,,,,,,,,,,,8939,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9927,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Emas municipality,,,,,,,,,,,,,,,,,,,,,,,,8943,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9928,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Emas municipality,,,,,,,,,,,,,,,,,,,,,,,,8943,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9929,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Emas municipality,,,,,,,,,,,,,,,,,,,,,,,,8943,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9930,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Gurjão municipality,,,,,,,,,,,,,,,,,,,,,,,,8950,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9931,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,14,0,0,Direct examination,Brazil,polygon,Ibiara municipality,,,,,,,,,,,,,,,,,,,,,,,,8951,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9932,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,17,0,0,Direct examination,Brazil,polygon,Ibiara municipality,,,,,,,,,,,,,,,,,,,,,,,,8951,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9933,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Imaculada municipality,,,,,,,,,,,,,,,,,,,,,,,,8953,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9934,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,7,1,0.142857143,Direct examination,Brazil,polygon,Imaculada municipality,,,,,,,,,,,,,,,,,,,,,,,,8953,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9935,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Itaporanga municipality,,,,,,,,,,,,,,,,,,,,,,,,8956,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9936,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Itaporanga municipality,,,,,,,,,,,,,,,,,,,,,,,,8956,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9937,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,12,0,0,Direct examination,Brazil,polygon,Juru municipality,,,,,,,,,,,,,,,,,,,,,,,,8966,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9938,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Juru municipality,,,,,,,,,,,,,,,,,,,,,,,,8966,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9939,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Lagoa municipality,,,,,,,,,,,,,,,,,,,,,,,,8967,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9940,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,10,1,0.1,Direct examination,Brazil,polygon,Lastro municipality,,,,,,,,,,,,,,,,,,,,,,,,8970,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9941,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,19,1,0.052631579,Direct examination,Brazil,polygon,Lastro municipality,,,,,,,,,,,,,,,,,,,,,,,,8970,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9942,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,13,0,0,Direct examination,Brazil,polygon,Livramento municipality,,,,,,,,,,,,,,,,,,,,,,,,8971,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9943,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,52,0,0,Direct examination,Brazil,polygon,Mãe d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8974,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9944,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Mãe d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8974,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9945,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Mãe d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8974,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9946,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Mãe d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8974,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9947,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Malta municipality,,,,,,,,,,,,,,,,,,,,,,,,8975,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9948,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Malta municipality,,,,,,,,,,,,,,,,,,,,,,,,8975,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9949,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,35,0,0,Direct examination,Brazil,polygon,Manaíra municipality,,,,,,,,,,,,,,,,,,,,,,,,8977,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9950,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Marizópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,8980,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9951,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Maturéia municipality,,,,,,,,,,,,,,,,,,,,,,,,8985,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9952,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Maturéia municipality,,,,,,,,,,,,,,,,,,,,,,,,8985,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9953,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Maturéia municipality,,,,,,,,,,,,,,,,,,,,,,,,8985,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9954,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,18,1,0.055555556,Direct examination,Brazil,polygon,Nazarezinho municipality,,,,,,,,,,,,,,,,,,,,,,,,8992,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9955,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,3,1,0.333333333,Direct examination,Brazil,polygon,Nazarezinho municipality,,,,,,,,,,,,,,,,,,,,,,,,8992,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9956,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,97,0,0,Direct examination,Brazil,polygon,Nova Olinda municipality,,,,,,,,,,,,,,,,,,,,,,,,8994,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9957,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,87,0,0,Direct examination,Brazil,polygon,Nova Olinda municipality,,,,,,,,,,,,,,,,,,,,,,,,8994,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9958,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,125,0,0,Direct examination,Brazil,polygon,Nova Olinda municipality,,,,,,,,,,,,,,,,,,,,,,,,8994,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9959,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,88,0,0,Direct examination,Brazil,polygon,Nova Olinda municipality,,,,,,,,,,,,,,,,,,,,,,,,8994,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9960,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,101,0,0,Direct examination,Brazil,polygon,Olho d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8996,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9961,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,126,0,0,Direct examination,Brazil,polygon,Olho d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8996,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9962,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,57,0,0,Direct examination,Brazil,polygon,Olho d'Água municipality,,,,,,,,,,,,,,,,,,,,,,,,8996,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9963,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,17,0,0,Direct examination,Brazil,polygon,Passagem municipality,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9964,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,38,0,0,Direct examination,Brazil,polygon,Passagem municipality,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9965,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,91,0,0,Direct examination,Brazil,polygon,Patos municipality,,,,,,,,,,,,,,,,,,,,,,,,9001,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9966,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,163,0,0,Direct examination,Brazil,polygon,Patos municipality,,,,,,,,,,,,,,,,,,,,,,,,9001,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9967,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,144,2,0.013888889,Direct examination,Brazil,polygon,Patos municipality,,,,,,,,,,,,,,,,,,,,,,,,9001,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9968,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,14,2,0.142857143,Direct examination,Brazil,polygon,Paulista municipality,,,,,,,,,,,,,,,,,,,,,,,,9002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9969,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,22,0,0,Direct examination,Brazil,polygon,Paulista municipality,,,,,,,,,,,,,,,,,,,,,,,,9002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9970,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,42,0,0,Direct examination,Brazil,polygon,Piancó municipality,,,,,,,,,,,,,,,,,,,,,,,,9007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9971,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,117,0,0,Direct examination,Brazil,polygon,Piancó municipality,,,,,,,,,,,,,,,,,,,,,,,,9007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9972,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,142,0,0,Direct examination,Brazil,polygon,Piancó municipality,,,,,,,,,,,,,,,,,,,,,,,,9007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9973,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,137,0,0,Direct examination,Brazil,polygon,Piancó municipality,,,,,,,,,,,,,,,,,,,,,,,,9007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9974,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,37,0,0,Direct examination,Brazil,polygon,Picuí municipality,,,,,,,,,,,,,,,,,,,,,,,,9008,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9975,,2010,,2010,Triatoma brasiliensis,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Picuí municipality,,,,,,,,,,,,,,,,,,,,,,,,9008,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9976,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Pombal municipality,,,,,,,,,,,,,,,,,,,,,,,,9017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9977,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,56,0,0,Direct examination,Brazil,polygon,Pombal municipality,,,,,,,,,,,,,,,,,,,,,,,,9017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9978,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Princesa Isabel municipality,,,,,,,,,,,,,,,,,,,,,,,,9019,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9979,,2008,,2008,Triatoma brasiliensis,Triatoma,vector,36,1,0.027777778,Direct examination,Brazil,polygon,Princesa Isabel municipality,,,,,,,,,,,,,,,,,,,,,,,,9019,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9980,,2009,,2009,Triatoma brasiliensis,Triatoma,vector,42,2,0.047619048,Direct examination,Brazil,polygon,Princesa Isabel municipality,,,,,,,,,,,,,,,,,,,,,,,,9019,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9981,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Puxinanã municipality,,,,,,,,,,,,,,,,,,,,,,,,9020,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
9982,,2007,,2007,Triatoma brasiliensis,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Quixabá municipality,,,,,,,,,,,,,,,,,,,,,,,,9022,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
