ID,Start_month,Start_year,End_month,End_year,Host,Community,Lower_age,Upper_age,N_occurrence,Acute infection,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Publication_year,Source_1,Source_2
17648,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Bannach,,,,8740,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17649,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17650,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17651,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17652,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17653,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17654,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17655,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcarena,,,,8741,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17656,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcelos,,,,6479,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17657,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barcelos,,,,6479,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17658,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Barra do Corda,,,,7476,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17659,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17660,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17661,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17662,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17663,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17664,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17665,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Belem,,,,8742,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17666,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Benevides,,,,8744,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17667,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Benevides,,,,8744,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17668,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Benevides,,,,8744,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17669,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Bonito,,,,8746,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17670,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Braganca,,,,8747,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17671,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Braganca,,,,8747,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17672,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Braganca,,,,8747,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17673,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Brasil Novo,,,,8748,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17674,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17675,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17676,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17677,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17678,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17679,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17680,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Breves,,,,8751,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17681,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Bujaru,,,,8752,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17682,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Bujaru,,,,8752,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17683,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cachoeira do Arari,,,,8753,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17684,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cacoal,,,,10627,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17685,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Caico,,,,10008,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17686,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17687,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17688,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17689,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17690,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17691,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cameta,,,,8755,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17692,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Campo Bom,,,,10217,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17693,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Campo Verde,,,,7766,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17694,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Canta,,,,10675,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17695,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Capanema,,,,8757,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17696,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Capanema,,,,8757,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17697,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Capanema,,,,8757,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17698,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Capitao Poco,,,,8758,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17699,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Capitao Poco,,,,8758,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17700,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Carauari,,,,6488,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17701,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Carauari,,,,6488,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17702,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Caraubas,,,,10011,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17703,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castanhal,,,,8759,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17704,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castanhal,,,,8759,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17705,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castanhal,,,,8759,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17706,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castanhal,,,,8759,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17707,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castanhal,,,,8759,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17708,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Castro,,,,9159,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17709,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Cavalcante,,,,7268,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17710,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Caxias,,,,7502,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17711,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Coari,,,,6491,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17712,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Coari,,,,6491,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17713,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Coari,,,,6491,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17714,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Coelho Neto,,,,7510,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17715,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Colares,,,,8761,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17716,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Colider,,,,7775,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17717,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Colombo,,,,9168,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17718,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Conceicao do Araguaia,,,,8762,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17719,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Concordia Do Para,,,,8763,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17720,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Concordia Do Para,,,,8763,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17721,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Concordia Do Para,,,,8763,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17722,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Curralinho,,,,8766,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17723,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Curralinho,,,,8766,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17724,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Curralinho,,,,8766,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17725,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Curralinho,,,,8766,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17726,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Eirunepe,,,,6493,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17727,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Esperantina,,,,11749,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17728,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Espigao D'oeste,,,,10637,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17729,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Esteio,,,,10296,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17730,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Feijo,,,,6340,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17731,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Feijo,,,,6340,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17732,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Feijo,,,,6340,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17733,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Garrafao do Norte,,,,8773,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17734,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Goianesia do Para,,,,8774,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17735,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Guarani de Goias,,,,7308,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17736,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Guarani de Goias,,,,7308,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17737,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Guarapari,,,,7159,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17738,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Gurupa,,,,8775,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17739,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Gurupa,,,,8775,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17740,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ibimirim,,,,9561,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17741,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Icatu,,,,7537,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17742,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Igarape-Miri,,,,8777,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17743,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Igarape-Miri,,,,8777,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17744,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Igarape-Miri,,,,8777,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17745,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Igarape-Miri,,,,8777,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17746,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Igarape-Miri,,,,8777,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17747,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Indiaroba,,,,11650,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17748,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Irituia,,,,8780,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17749,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Irituia,,,,8780,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17750,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Irituia,,,,8780,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17751,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Itinga do Maranhao,,,,7543,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17752,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Limoeiro Do Ajuru,,,,8786,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17753,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Limoeiro Do Ajuru,,,,8786,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17754,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17755,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17756,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17757,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17758,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17759,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17760,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Macapa,,,,6462,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
