"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-44.3075002345944,-19.7329785412097,"Esmeraldas","Not specified",1,2,"312410","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-42.9660170024266,-14.8590844311382,"Espinosa","Not specified",1,2,"312430","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.4788148515395,-16.3936258669637,"Francisco Sá","Not specified",1,2,"312670","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-44.5888722266465,-20.0780459202195,"Itaúna","Not specified",1,2,"313380","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.6759107129709,-15.2327117365504,"Jaíba","Not specified",1,2,"313505","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-42.2152685029085,-17.1683244797431,"Jenipapo de Minas","Not specified",1,2,"313545","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-44.4374576213412,-20.0273227206515,"Mateus Leme","Not specified",2,2,"314070","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.7609201431792,-14.9029229537009,"Matias Cardoso","Not specified",1,2,"314085","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-41.9551432117598,-17.3706768726515,"Novo Cruzeiro","Not specified",1,2,"314530","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.6104125935992,-20.3910594559292,"Ouro Preto","Not specified",1,2,"314610","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-44.8864790801616,-19.5876940679568,"Pitangui","Not specified",1,2,"315140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-42.1521705441503,-16.1111263787685,"Salinas","Not specified",1,2,"315700","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.859324156293,-19.7967325903988,"São Francisco de Sales","Not specified",6,2,"316130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-45.4062532615792,-16.3895007122295,"São Romão","Not specified",1,2,"316420","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-41.9872184903806,-19.9989221145752,"Simonésia","Not specified",1,2,"316760","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.9344570482929,-15.6414833956442,"Varzelândia","Not specified",6,2,"317090","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-41.2658765206074,-20.3707840043522,"Conceição do Castelo","Not specified",1,2,"320170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-40.5460124291463,-20.5850852020614,"Guarapari","Not specified",1,2,"320240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-40.8889131104965,-19.9499736866494,"Itarana","Not specified",1,2,"320290","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.2995585914464,-22.6323019067527,"Duque de Caxias","Not specified",1,2,"330170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-44.5878378770377,-22.4416648442187,"Itatiaia","Not specified",1,2,"330225","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-43.0553619187915,-22.9149664481617,"Niterói","Not specified",1,2,"330330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.4115155792273,-20.2656615340518,"Estrela d'Oeste","Not specified",2,2,"351520","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.7658487375209,-20.7375986961786,"Monte Aprazível","Not specified",1,2,"353140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.4019776333729,-19.9223757429941,"Ouroeste","Not specified",1,2,"353475","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-47.8212800248125,-21.2108010557365,"Ribeirão Preto","Not specified",1,2,"354340","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-46.6480561677794,-23.6498517385273,"São Paulo","Not specified",1,2,"355030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-53.3797829773999,-25.0292544042021,"Cascavel","Not specified",1,2,"410480","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-51.6788563506914,-22.9567226400717,"Guaraci","Not specified",1,2,"410920","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.9243121795191,-23.2511314790975,"Jataizinho","Not specified",1,2,"411270","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-53.7589041161739,-25.8498662672187,"Pérola d'Oeste","Not specified",1,2,"411900","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.5389085146627,-23.0606571821417,"Santa Mariana","Not specified",1,2,"412390","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.6712013481288,-23.9586507845712,"São José da Boa Vista","Not specified",1,2,"412540","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.0973024011256,-26.885561359545,"Blumenau","Not specified",1,2,"420240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.5080825992554,-27.577803748806,"Florianópolis","Not specified",2,2,"420540","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.9659624002695,-26.9313418120395,"Gaspar","Not specified",1,2,"420590","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.753324356797,-26.9690645405846,"Itajaí","Not specified",2,2,"420820","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.6342848799948,-27.1085793819431,"Itapema","Not specified",1,2,"420830","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.9514916152651,-26.2442934785899,"Joinville","Not specified",1,2,"420910","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.7274167440355,-26.8287748969139,"Navegantes","Not specified",11,2,"421130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.650595738633,-26.807643278335,"Penha","Not specified",5,2,"421250","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.6402033147587,-26.2615691607831,"São Francisco do Sul","Not specified",1,2,"421620","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-52.5382575533154,-31.8333049368486,"Capão do Leão","Not specified",1,2,"430466","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-52.2015692058613,-30.6043180539259,"Dom Feliciano","Not specified",1,2,"430650","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.665101922965,-31.0570705671867,"Dom Pedrito","Not specified",1,2,"430660","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-51.176726159801,-29.8517353094959,"Esteio","Not specified",1,2,"430770","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-51.4341386396887,-30.1772784374977,"Guaíba","Not specified",1,2,"430930","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-51.1645935612784,-30.0953332440104,"Porto Alegre","Not specified",1,2,"431490","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.4969697932283,-27.8644029169994,"Santa Rosa","Not specified",1,2,"431720","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.7964931212109,-29.1271435087467,"Santiago","Not specified",1,2,"431740","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.2977720372427,-28.2505089814634,"Santo Ângelo","Not specified",1,2,"431750","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-53.7558070388099,-27.9030311624477,"Santo Augusto","Not specified",1,2,"431780","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-55.7966964380605,-28.7465666285122,"São Borja","Not specified",1,2,"431800","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.1242177352397,-27.7384690330122,"São José do Inhacorá","Not specified",1,2,"431849","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.2378034214925,-29.6114195804979,"São Pedro do Sul","Not specified",1,2,"431940","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.2218884497295,-30.0281678127981,"Tramandaí","Not specified",1,2,"432160","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-56.7294259531865,-29.8404837552788,"Uruguaiana","Not specified",2,2,"432240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.8693650131534,-30.166942327715,"Viamão","Not specified",1,2,"432300","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-55.4501866652837,-22.9076205571598,"Aral Moreira","Not specified",2,2,"500124","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-55.0572785745389,-19.8074522447703,"Corguinho","Not specified",1,2,"500310","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-54.5582033795374,-21.6961937465711,"Rio Brilhante","Not specified",1,2,"500720","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-58.2970598829874,-15.566636228226,"São José dos Quatro Marcos","Not specified",1,2,"510710","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-48.9735969294748,-16.2906708660103,"Anápolis","Not specified",1,2,"520110","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.9680398919696,-16.3975073703356,"Anicuns","Not specified",2,2,"520130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.7418290867186,-17.42174888986,"Edealina","Not specified",1,2,"520735","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.0863453463062,-13.8141016462186,"Estrela do Norte","Not specified",1,2,"520750","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-50.2431535124592,-15.8469950917566,"Goiás","Not specified",1,2,"520890","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.6186014650397,-17.7955596254265,"Joviânia","Not specified",1,2,"521210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.6794646570119,-16.596439332702,"Santa Bárbara de Goiás","Not specified",1,2,"521910","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,-49.0899013158033,-14.4191952793038,"Uruaçu","Not specified",1,2,"522160","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2005,NA,NA,"Not reported or outside Brazil","Not specified",117,2,NA,"Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-62.9572490557894,-9.95200296423712,"Ariquemes","Not specified",1,2,"110002","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-60.8305291419367,-11.8945493835303,"Pimenta Bueno","Not specified",1,2,"110018","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-64.1245292986892,-4.43603454003449,"Coari","Not specified",1,2,"130120","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-65.0399715549592,-2.42667760059259,"Maraã","Not specified",1,2,"130280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.883012288417,-1.73026799940714,"Abaetetuba","Not specified",20,2,"150010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-50.7259316069909,-0.262860928448936,"Afuá","Not specified",1,2,"150030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-53.8852656364958,-6.48108604701574,"Altamira","Not specified",1,2,"150060","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.3835061062335,-1.33414526421677,"Ananindeua","Not specified",6,2,"150080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.6342190366733,-1.49846350406779,"Barcarena","Not specified",18,2,"150130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.4598714757814,-1.24072193659779,"Belém","Not specified",5,2,"150140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.8773174557047,-0.869312649768305,"Cachoeira do Arari","Not specified",7,2,"150200","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-47.877020460794,-1.26856165534727,"Castanhal","Not specified",1,2,"150240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-47.9746234470114,-1.88167436976148,"Concórdia do Pará","Not specified",1,2,"150275","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.3197799488831,-1.39738195210331,"Marituba","Not specified",1,2,"150442","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-49.4664026360104,-2.57670796192137,"Mocajuba","Not specified",1,2,"150460","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-49.0739207912887,-2.68378710778386,"Moju","Not specified",2,2,"150470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-47.6028747249788,-3.20350050372584,"Paragominas","Not specified",2,2,"150550","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-49.011775594607,-6.54101630882391,"Piçarra","Not specified",1,2,"150563","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-55.2381783554295,-2.67928510293622,"Santarém","Not specified",23,2,"150680","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.7366572018193,-2.90776643911741,"Tailândia","Not specified",2,2,"150795","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-48.2675311541993,-2.63598655795978,"Tomé-Açu","Not specified",1,2,"150800","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-49.8211363953349,-3.85621884265926,"Tucuruí","Not specified",4,2,"150810","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-50.6919661660521,0.562647172195401,"Macapá","Not specified",3,2,"160030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-51.3782919412902,0.129711894928557,"Santana","Not specified",5,2,"160060","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-47.3322475155981,-4.78588089371445,"Açailândia","Not specified",1,2,"210005","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-43.4539276775549,-3.84875182278408,"Chapadinha","Not specified",1,2,"210320","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-44.764507915314,-3.00607472411657,"São João Batista","Not specified",1,2,"211100","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-45.8854433884889,-8.33177506711823,"Tasso Fragoso","Not specified",1,2,"211200","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.520303584929,-6.61811303923874,"Arraial","Not specified",1,2,"220100","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-41.8215223374786,-8.28280280856665,"Campo Alegre do Fidalgo","Not specified",1,2,"220211","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-45.1397126349919,-10.3915758635465,"Corrente","Not specified",1,2,"220290","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-41.1473087088776,-7.01289052207301,"Francisco Santos","Not specified",1,2,"220420","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.4816332459171,-8.54166893505473,"João Costa","Not specified",2,2,"220535","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.1650380892268,-6.96660743727034,"Oeiras","Not specified",1,2,"220700","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-41.1451258470046,-8.11046300616089,"Paulistana","Not specified",1,2,"220780","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.7181282182863,-6.79012254386898,"Pio IX","Not specified",1,2,"220820","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.2574631759078,-8.3203166212456,"São João do Piauí","Not specified",22,2,"221000","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-42.7406418750016,-5.10204895142775,"Teresina","Not specified",1,2,"221100","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-39.0249761969852,-4.41732029966415,"Aratuba","Not specified",2,2,"230140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-38.7940480357435,-7.12551673266672,"Barro","Not specified",1,2,"230200","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.3412937339863,-5.47373812368469,"Independência","Not specified",1,2,"230560","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.6691459216038,-4.36969237290761,"Ipu","Not specified",2,2,"230580","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2006,-40.5286730083334,-4.67982828188518,"Nova Russas","Not specified",3,2,"230930","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
