"DataType","IfPolygon_AdminLevel","Year","Latitude","Longitude","Country","ADMcode","Disease","ADMSource","NumCases","LocationName","Pathogen","Source"
"polygon",2,"2002",36.6684,48.4861,"Iran  (Islamic Republic of)","GAUL2_23591","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2002",36.2681,50.0039,"Iran  (Islamic Republic of)","GAUL2_28302","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.1833,36.2261,"Turkey","GAUL2_28302","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2053,36.3777,"Turkey","GAUL2_28302","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2437,36.1615,"Turkey","GAUL2_12016","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2509,36.2482,"Turkey","GAUL2_12016","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2673,36.2981,"Turkey","GAUL2_28291","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2984,37.0723,"Turkey","GAUL2_28291","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.3066,36.9966,"Turkey","GAUL2_12028","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.8077,35.1868,"Turkey","GAUL2_17633","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.9215,35.4012,"Turkey","GAUL2_40314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.6753,35.7205,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.6753,35.8815,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.7189,35.6603,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.8785,35.8386,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.9732,35.9659,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.8516,33.4288,"Turkey","GAUL2_19522","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.8752,33.6664,"Turkey","GAUL2_40347","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.8957,33.5453,"Turkey","GAUL2_28298","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.9436,33.6159,"Turkey","GAUL2_28298","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.9709,33.5426,"Turkey","GAUL2_28294","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.9846,33.6386,"Turkey","GAUL2_28294","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.2792,33.9137,"Turkey","GAUL2_12061","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.1234,38.2798,"Turkey","GAUL2_12061","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.1561,38.0474,"Turkey","GAUL2_37629","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.9211,37.3193,"Turkey","GAUL2_36791","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.0381,37.4775,"Turkey","GAUL2_36791","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.283,37.9304,"Turkey","GAUL2_28300","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.2847,38.0085,"Turkey","GAUL2_28300","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.9995,37.77,"Turkey","GAUL2_28275","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",40.9554,32.6359,"Turkey","GAUL2_28275","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2003",39.2499,41.3444,"Turkey","GAUL2_12026","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",31.0418,61.4939,"Iran  (Islamic Republic of)","GAUL2_28296","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",36.2133,58.7961,"Iran  (Islamic Republic of)","GAUL2_28296","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",37.0771,57.5066,"Iran  (Islamic Republic of)","GAUL2_28278","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",34.7422,60.775,"Iran  (Islamic Republic of)","GAUL2_28278","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",35.2383,58.4658,"Iran  (Islamic Republic of)","GAUL2_27680","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",30.3848,67.7278,"Pakistan","GAUL2_40395","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",45.0444,41.9777,"Russian Federation","GAUL2_23638","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",42.6211,20.5751,"Serbia","GAUL2_23638","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",38.44,68.78,"Tajikistan","GAUL2_11964","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.621,35.3856,"Turkey","GAUL2_68809","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.9902,34.3068,"Turkey","GAUL2_28225","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.32,34.3359,"Turkey","GAUL2_28225","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.3277,34.4919,"Turkey","GAUL2_28225","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",41.0505,34.9242,"Turkey","GAUL2_28225","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.912,38.3904,"Turkey","GAUL2_28359","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.3218,38.7409,"Turkey","GAUL2_28279","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.3837,36.5247,"Turkey","GAUL2_28279","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.4283,36.6121,"Turkey","GAUL2_28279","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.3368,36.1967,"Turkey","GAUL2_28279","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.4456,35.9713,"Turkey","GAUL2_11851","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.4702,36.3648,"Turkey","GAUL2_11944","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.5411,36.3023,"Turkey","GAUL2_16689","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.3524,35.7737,"Turkey","GAUL2_16689","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.2548,40.2243,"Turkey","GAUL2_11864","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.282,41.5315,"Turkey","GAUL2_11864","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.9074,41.2651,"Turkey","GAUL2_17505","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.5276,41.9744,"Turkey","GAUL2_17505","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.6146,42.0483,"Turkey","GAUL2_17505","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.9216,32.8566,"Turkey","GAUL2_17505","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.156,35.3628,"Turkey","GAUL2_11907","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.8077,35.1868,"Turkey","GAUL2_27701","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.9215,35.4012,"Turkey","GAUL2_11994","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.7542,36.3201,"Turkey","GAUL2_28292","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.7721,36.3546,"Turkey","GAUL2_28292","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",39.9211,37.3193,"Turkey","GAUL2_28292","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2004",40.0381,37.4775,"Turkey","GAUL2_28292","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",42.2122,20.381,"Albania","GAUL2_28299","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",42.1436,24.7501,"Bulgaria","GAUL2_28299","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",37.4218,47.7163,"Iran  (Islamic Republic of)","GAUL2_65629","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",32.7004,51.0449,"Iran  (Islamic Republic of)","GAUL2_65629","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",35.2737,59.2177,"Iran  (Islamic Republic of)","GAUL2_65629","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",35.2383,58.4658,"Iran  (Islamic Republic of)","GAUL2_28293","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",35.2636,57.9632,"Iran  (Islamic Republic of)","GAUL2_28293","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",38.5525,69.0195,"Tajikistan","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2005",40.3921,37.3366,"Turkey","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2006",37.91,69.78,"Tajikistan","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2006",40.5477,37.1695,"Turkey","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",30.278,57.063,"Iran  (Islamic Republic of)","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",35.5726,53.3963,"Iran  (Islamic Republic of)","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",27.2067,60.6901,"Iran  (Islamic Republic of)","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",31.5104,50.8309,"Iran  (Islamic Republic of)","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.1586,68.6725,"Tajikistan","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.3075,69.6721,"Tajikistan","GAUL2_27516","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",37.91,69.78,"Tajikistan","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.5525,69.0195,"Tajikistan","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.54,68.78,"Tajikistan","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.44,68.78,"Tajikistan","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.5093,68.2241,"Tajikistan","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",40.3151,36.548,"Turkey","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",36.8934,30.6965,"Turkey","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",38.597,30.3563,"Turkey","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2007",41.2928,36.3309,"Turkey","GAUL2_28314","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",31.5104,50.8309,"Iran  (Islamic Republic of)","GAUL2_28297","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",32.2552,50.5591,"Iran  (Islamic Republic of)","GAUL2_28297","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",-24.8562,45.7652,"Madagascar","GAUL2_3894","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",-18.6288,48.8598,"Madagascar","GAUL2_28301","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",42.4129,20.7944,"Serbia","GAUL2_28301","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",42.7445,20.7913,"Serbia","GAUL2_70242","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",42.6211,20.5751,"Serbia","GAUL2_40393","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2008",42.5037,21.1429,"Serbia","GAUL2_40393","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",41.2448,26.1475,"Greece","GAUL2_11901","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",38.5525,69.0195,"Tajikistan","GAUL2_3895","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",38.54,68.78,"Tajikistan","GAUL2_3895","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",38.5093,68.2241,"Tajikistan","GAUL2_3895","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",38.5111,68.2265,"Tajikistan","GAUL2_3895","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",40.6012,33.6116,"Turkey","GAUL2_67155","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",37.8407,27.8359,"Turkey","GAUL2_67155","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2009",39.6303,32.5898,"Turkey","GAUL2_67155","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2010",40.0839,21.4274,"Greece","GAUL2_27308","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2010",41.0914,23.5409,"Greece","GAUL2_40392","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2010",40.9936,22.8752,"Greece","GAUL2_3944","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2010",41.1302,24.8864,"Greece","GAUL2_3944","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2010",41.1498,24.1464,"Greece","GAUL2_3944","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2012",36.293,59.5981,"Iran  (Islamic Republic of)","GAUL2_3944","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1973",38.03,69.58,"Tajikistan","GAUL2_37599","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1973",39.0885,63.5724,"Turkmenistan","GAUL2_28374","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",47.5978,20.2794,"Hungary","GAUL2_17510","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",47.5,19.08,"Hungary","GAUL2_17505","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",47.43,21.46,"Hungary","GAUL2_17509","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",43.4968,79.92,"Kazakhstan","GAUL2_37204","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",47.23,39.71,"Russian Federation","GAUL2_25090","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",38.5093,68.2241,"Tajikistan","GAUL2_37629","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",39.0885,63.5724,"Turkmenistan","GAUL2_28374","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1974",41.835,59.9579,"Turkmenistan","GAUL2_28377","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",47.5978,20.2794,"Hungary","GAUL2_17510","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",43.4968,79.92,"Kazakhstan","GAUL2_37204","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",47.23,39.71,"Russian Federation","GAUL2_25090","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",37.4917,69.4029,"Tajikistan","GAUL2_37595","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",38.03,69.58,"Tajikistan","GAUL2_37599","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",38.44,68.78,"Tajikistan","GAUL2_37623","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1975",39.0885,63.5724,"Turkmenistan","GAUL2_28374","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1976",38.44,68.78,"Tajikistan","GAUL2_37623","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1980",33.4297,43.3109,"Iraq","GAUL2_36759","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1980",36.8637,43.0001,"Iraq","GAUL2_36795","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1980",33.32,44.43,"Iraq","GAUL2_36785","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1983",38.44,68.78,"Tajikistan","GAUL2_37623","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1984",43.4968,79.92,"Kazakhstan","GAUL2_37204","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1984",15.2333,-12.1833,"Mauritania","GAUL2_19510","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1984",46.34,48.04,"Russian Federation","GAUL2_25034","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1984",-31.86,25.81,"South Africa","GAUL2_77321","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1984",-26.1454,28.1108,"South Africa","GAUL2_77364","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1993",-28.3005,31.4413,"South Africa","GAUL2_77334","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1999",30.9164,69.8566,"Pakistan","GAUL2_40307","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"1999",30.2075,67.0104,"Pakistan","GAUL2_23627","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"polygon",2,"2000",38.03,69.58,"Tajikistan","GAUL2_37599","Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
