Location_ID,Author_Year,Ref_Number,Year_MAYV_Start,Year_MAYV_End,Host_Type,Location_Description,Adm0,Adm1,Adm2,GAUL_code,Finer_Res,Location_Type,Admin_Level,X_Coord,Y_Coord,Coord_Source,Uncertainty_km,Uncertainty_Description,Diagnostic_Test,Positive_n,Denominator,Qual_score,Language
ADM2_59,PAHO Epidemiological Alert Mayaro Fever 2019,Available at: https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=mayaro-fever-2323&alias=48374-1-may-2019-mayaro-fever-epidemiological-alert&Itemid=270&lang=en,2019,2019,Human,"The report states that 5 samples were positive for Mayaroin Ecuador. The cases correspond to four different cantons: Guayaquil (2 cases), Portoviejo (1 case), Santo Domingo (1 case), and Babahoyo (1 case).",Ecuador,Manabi,Portoviejo,15483,N/A,Administrative Polygon,2,-80.45,-1.05,GeoNames,49,Distance from coordinates to furthest point in the county,N/A,1,N/A,0,E
ADM2_60,PAHO Epidemiological Alert Mayaro Fever 2019,Available at: https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=mayaro-fever-2323&alias=48374-1-may-2019-mayaro-fever-epidemiological-alert&Itemid=270&lang=en,2019,2019,Human,"The report states that 5 samples were positive for Mayaroin Ecuador. The cases correspond to four different cantons: Guayaquil (2 cases), Portoviejo (1 case), Santo Domingo (1 case), and Babahoyo (1 case).",Ecuador,Santo Domingo de los Tsachilas,Santo Domingo ,15514,N/A,Administrative Polygon,2,-78.99351,-0.20975,GeoNames,65,Distance from coordinates to furthest point in the county,N/A,1,N/A,0,E
ADM2_61,"Nunes, 2009",PMID: 20191150,2005,2005,Human,"The article states that MAYV was detected in the in the State of Pará, within the counties of Trairão and Novo Progresso ",Brazil,Para,Novo Progresso,8802,N/A,Administrative Polygon,2,-55.51343,-7.75396,GeoNames,219,Distance from coordinates to furthest point in the county,HI; ELISA ,6 positive by ELISA IgM among 79 monotypic reactions,744,8,P
ADM2_62,"Nunes, 2009",PMID: 20191150,2005,2005,Human,"The article states that MAYV was detected in the in the State of Pará, within the counties of Trairão and Novo Progresso ",Brazil,Para,Trairão ,8858,N/A,Administrative Polygon,2,-55.95821,-5.1025,GeoNames,86,Distance from coordinates to furthest point in the county,HI; ELISA ,4 positive by ELISA IgM among 79 monotypic reactions,654,8,P
ADM2_63,Romeiro 2020,PMID: 32333001,2017,2018,Human,"Blood donors in the hospital from the city of Sao Carlos. According to our protocol, we will georeference the centroid of the ADM2 unit where the hospital/health center is located.",Brazil,São Paulo,São Carlos,11527,N/A,Administrative Polygon,2,-47.87473,-21.9065,GeoNames,34,Distance from coordinates to furthest point in the county,ELISA ,36,5608,10,E
ADM2_64,"Paulo, 2015",DOI: 10.4172/2380-2391.1000155,2013,2013,Animal,"Animals were sampled in the Jardim municipality. Coordinates provided in the article appear to be the centroid of the main city in Jardim. Therefore, we decided to georeference the ADM2 unit centroid.",Brazil,Mato Grosso do Sul,Jardim,7711,N/A,Administrative polygon,2,-56.329596,-21.498263,Moved the GeoNames coordinates slightly in order to reduce uncertainty,63,Distance from coordinates to farthest point in the county,HI,1,10,11,E
ADM2_65,"Paulo, 2015",DOI: 10.4172/2380-2391.1000155,2014,2014,Animal,"Animals were sampled in the Coxim municipality. Coordinates provided in the article appear to be the centroid of the main city in Jardim. Therefore, we decided to georeference the ADM2 unit centroid.",Brazil,Mato Grosso do Sul,Coxim,7695,N/A,Administrative polygon,2,-54.71695,-18.21262,GeoNames,75,Distance from coordinates to farthest point in the county,HI,2,8,11,E
ADM2_66,"Gomes, 2019",PMID: 31830142,2016,2016,Animal,Municipalities of infected horses included in Supplementary file,Brazil,Roraima,Caracarai,10676,N/A,Administrative polygon,2,-61.4721,0.99087,GeoNames,268,Distance from coordinates to furthest point in the county,ELISA; NT,11 by ELISA; 0 by PRNT,66,12,E
ADM2_67,"Gomes, 2019",PMID: 31830142,2016,2016,Animal,Municipalities of infected horses included in Supplementary file,Brazil,Roraima,Rorainopolis,10682,N/A,Administrative polygon,2,-60.89493,0.15636,GeoNames,202,Distance from coordinates to furthest point in the county,ELISA; NT,28 by ELISA; 10 by PRNT,125,12,E
ADM2_68,"Gomes, 2019",PMID: 31830142,2016,2016,Animal,Municipalities of infected horses included in Supplementary file,Brazil,Roraima,Sao Luiz,10684,N/A,Administrative polygon,2,-60.12845,0.82963,GeoNames,38,Distance from coordinates to farthest point in the county,ELISA; NT,9 by ELISA; 6 by PRNT,22,12,E
ADM2_69,"Hoch, 1981",PMID: 6266265,1978,1978,Animal,"The article states that, ""Birds and small mammals were collected from various areas throughout Belterra and surrounding forests as shown in Figure 1."" The map provided shows that animals were collected several kilometers outside the city of Belterra. Therefore, we decided to georeference the ADM2 unit.",Brazil,Para,Belterra,8743,Belterra,Administrative polygon,2,-54.99128,-3.01258,GeoNames,103,Measured from coordinates to the furthest point in the county,HI; NT; viral culture,49 by NT; 1 isolate,1784,12,E
ADM2_69,"Hoch, 1981",PMID: 6266265,1978,1979,Arthropod,"The article states that, ""collections of potential insect vectors were made in and near houses in Belterra, throughout the plantation forest and in the lowland forest between the plateau and the river."" Because this description was somewhat vague, we decided to georeference the ADM2 unit.",Brazil,Para,Belterra,8743,Belterra,Administrative polygon,2,-54.99128,-3.01258,GeoNames,103,Measured from coordinates to the furthest point in the county,Viral culture,9 isolates,396 pools,12,E
ADM2_70,"Pauvolid-Correa, 2015",PMID: 25742272,2009,2011,Animal,"The article states that equids, sheep and caimans were sampled in 16 cattle ranches in the municipality of Corumbá, Mato Grosso do Sul",Brazil,Mato Grosso do Sul,Corumba,7693,N/A,Administrative polygon,2,-56.82104,-18.64755,GeoNames,277,Distance from coordinates to furthest point in the region,NT,10,1072,12,E
ADM2_71,"Degallier, 1992",Available at: https://www.researchgate.net/publication/32977559_Modifications_of_arbovirus_transmission_in_relation_to_construction_of_dams_in_Brazilian_Amazonia,1988,1988,Animal,"The article states that animals were sampled near the Samuel dam crossing the Jamari river (RO). Because the article doesn't specify where the animals were collected in relation to the dam, we decided to georeference the ADM2 unit.",Brazil,Rondonia,Candeias Do Jamari,10629,Samuel Dam,Administrative polygon,2,-63.35731,-8.94512,GeoNames,75,Distance from coordinates to furthest point in the region,HI,1,101,9,E
ADM2_72,"Degallier, 1992",Available at: https://www.researchgate.net/publication/32977559_Modifications_of_arbovirus_transmission_in_relation_to_construction_of_dams_in_Brazilian_Amazonia,1987,1987,Animal,"The article states that animals were sampled near the Santo Antonio dam crossing the Jari river which separates the Amapá and Pará States. Because the article doesn't specify where the animals were collected in relation to the dam, we decided to georeference the ADM2 unit.",Brazil,Rondonia,Porto Velho,10655,Santo Antonio Dam,Administrative polygon,2,-64.31064,-9.20787,GeoNames,281,Distance from coordinates to furthest point in the region,HI,7 monkey sera was positive for YF and MAYV (no further details provided,573,9,E
ADM2_73,"Groot, 1959",PMID: 13637316,1956,1957,Human,"The article states that sera were collected from ""residents of 10 rural areas, mainly in the valley of Chucuri River"" near the town of San Vicente de Chucuri, long. 73°25'20"" W., lat. 6°53'45""N. We decided to georeference the ADM2 unit due to the lack of geographic precision provided by the authors.",Colombia,Santander,San Vicente de Chucuri,14279,San Vicente de Chucuri,Administrative polygon,2,-73.41704,6.88395,GeoNames,39,Distance from coordinates to farthest point in the county,HI,6,90,8,E
ADM2_73,"Groot, 1961",PMID: 13708940,1958,1960,Arthropod,"The article describes six mosquito collecting stations in San Vicente de Chucuri but does not specify precisely where MAYV was detected. Therefore, we decided to georeference the ADM2 unit where the collecting stations were located.
",Colombia,Santander,San Vicente de Chucuri,14279,San Vincente de Chucuri,Administrative polygon,2,-73.41704,6.88395,GeoNames,39,Distance from coordinates to farthest point in the county,Viral culture,4 isolates,748 pools,12,E
ADM2_73,"Groot, 1964",DOI: dx.doi.org/10.18257/raccefyn.565,1957,1957,Animal,Locations provided in Tables 27-28 on page 21,Colombia,Santander,San Vicente de Chucuri,14279,Meseta de Caballeros,Administrative polygon,2,-73.41704,6.88395,GeoNames,39,Distance from coordinates to farthest point in the county,HI,4,8,11,S
ADM2_74,Medina 2015,PMID: 25940191,1999,1999,Animal,Location provided in Figure 1. No additional geographic information provided.,Venezuela,Zulia,Catatumbo,32159,N/A,Administrative polygon,2,-72.23413,9.06085,GeoNames,79,Distance from coordinates to furthest point in the region,Viral culture,1,N/A,10,E
ADM2_75,"Meneses, 2013",Available at: https://bdtd.ibict.br/vufind/Record/UFRR_b3a6e7f9d4f77a91b1611f78c9e3775a,2012,2012,Human,"The municipalities where MAYV was detected is included in table 11, page 49",Brazil,Roraima,Boa Vista,10673,N/A,Administrative polygon,2,-60.61212,3.18861,GeoNames,88,Distance from coordinates to furthest point in the region,RT-PCR,5,140,11,P
ADM2_76,"Meneses, 2013",Available at: https://bdtd.ibict.br/vufind/Record/UFRR_b3a6e7f9d4f77a91b1611f78c9e3775a,2012,2012,Human,"The municipalities where MAYV was detected is included in table 11, page 49",Brazil,Roraima,Canta,10675,N/A,Administrative polygon,2,-60.4366,2.22083,GeoNames,75,Distance from coordinates to furthest point in the region,RT-PCR,1,4,11,P
ADM2_77,"Meneses, 2013",Available at: https://bdtd.ibict.br/vufind/Record/UFRR_b3a6e7f9d4f77a91b1611f78c9e3775a,2012,2012,Human,"The municipalities where MAYV was detected is included in table 11, page 49",Brazil,Roraima,Bonfim,10674,N/A,Administrative polygon,2,-60.07479,2.69748,GeoNames,100,Distance from coordinates to furthest point in the region,RT-PCR,1,2,11,P
ADM2_78,"Silva, 2018",Available at: https://patua.iec.gov.br/handle/iec/3536,2014,2016,Human,See Figure 10 for communities where the study took place,Brazil,Para,Melgaco,8794,Floresta Nacional (FLONA) de Caxiuanã ,Administrative polygon,2,-51.05884,-1.66163,GeoNames,103,Distance from coordinates to furthest point in the county,HI; ELISA,2 monotypic reactions by HI (81 reactions overall); all negative by ELISA IgM,632,11,P
ADM2_79,Woodall 1967,Available at: https://www.biodiversitylibrary.org/bibliography/110138,1960,1960,Human,"The table states that HI antibody rates were high among residents of Tefe on the upper Amazon river. Data is based on personal communication. No additional geographic information was provided, therefore, we decided to georeference the ADM2 unit of Tefe.",Brazil,Amazonas,Tefe,6529,N/A,Administrative Polygon,2,-65.60446,-4.52227,GeoNames,190,Distance from coordinates to furthest point in the county,HI,N/A,N/A,3,E
ADM2_80,"Degallier, 1992b",Available at: https://patua.iec.gov.br/bitstream/handle/iec/2624/New%20entomological%20and%20virological%20data%20on%20the%20vectors%20of%20sylvatic%20yellow%20fever%20in%20Brazil.pdf?sequence=1&isAllowed=y,1980,1991,Human,"Table 1 says that positive human sera came from the region of Barcarena, Para. Based on this description, we decided to georeference the ADM2 unit",Brazil,Para,Barcarena,8741,N/A,Administrative polygon,2,-48.63248,-1.54656,GeoNames,27,Measured from coordinates to the furthest point in the province,HI,35,N/A,10,E
ADM2_81,da Rosa 1984,Available at: https://patua.iec.gov.br/handle/iec/335,1984,1984,Human,The article states that MAYV was detected in the municipalities Faro and Monte Alegre. No additional geographic information is provided.,Brazil,Para,Monte Alegre,8797,N/A,Administrative polygon,2,-54.45327,-0.84467,GeoNames,160,Measured from coordinates to the furthest point in the province,HI,34,136,9,P
ADM2_82,da Rosa 1984,Available at: https://patua.iec.gov.br/handle/iec/335,1984,1984,Human,The article states that MAYV was detected in the municipalities Faro and Monte Alegre. No additional geographic information is provided.,Brazil,Para,Faro,8771,N/A,Administrative polygon,2,-57.77412,-1.11536,GeoNames,177,Measured from coordinates to the furthest point in the province,HI,11,50,9,P
ADM2_83,"Saatkamp, 2021",PMID: 33759914,2016,2016,Human,"The patients enrolled in this study (n = 49) visited the public health units of the municipalities of Itaituba (Para state) and Alenquer (Lower Amazon region). According to our protocol, we will georeference the centroid of the ADM2 unit where the hospital/health center is located.",Brazil,Para,Itaituba,8781,N/A,Administrative polygon,2,-56.23176,-5.86018,GeoNames,277,Distance from coordinates to farthest point in the county,RT-PCR,3,49 overall (locations not specified),9,E
ADM2_84,"Saatkamp, 2021",PMID: 33759914,2016,2016,Human,"The patients enrolled in this study (n = 49) visited the public health units of the municipalities of Itaituba (Para state) and Alenquer (Lower Amazon region). According to our protocol, we will georeference the centroid of the ADM2 unit where the hospital/health center is located.",Brazil,Para,Alenquer,8729,N/A,Administrative polygon,2,-54.94506,-0.85422,GeoNames,271,Distance from coordinates to farthest point in the county,RT-PCR,1,49 overall (locations not specified),9,E
ADM2_85,"Araujo, 2012",DOI: https://doi.org/10.5216/cab.v13i1.16834,2007,2008,Animal,"Article states that the sero-surveys were carried out in the municipality of Salinópolis, Para state",Brazil,Para,Salinopolis,8827,N/A,Administrative polygon,2,-47.34903,-0.67105,GeoNames,17,Measured from coordinates to the furthest point in the province,HI,5,95,10,P
ADM2_86,"Pilatti, 2016",Available at: http://www.repositoriodigital.univag.com.br/index.php/biomedicina/article/view/66,2011,2016,Human,"See Table 2 for municipality of residence. The authors specify that 37 of the 38 patients with MAYV lived in an urban area. However, we decided to georeference the ADM2 unit in order to be conservative.",Brazil,Mato Grosso,Várzea Grande,7867,Várzea Grande,Administrative Polygon,2,-56.24391,-15.56582,GeoNames,25,Distance from coordinates to furthest point in the region,RT-PCR,16,N/A,12,P
ADM2_87,"Pilatti, 2016",Available at: http://www.repositoriodigital.univag.com.br/index.php/biomedicina/article/view/66,2011,2016,Human,"See Table 2 for municipality of residence. The authors specify that 37 of the 38 patients with MAYV lived in an urban area. However, we decided to georeference the ADM2 unit in order to be conservative.",Brazil,Mato Grosso,Rondonópolis,7844,Rondonópolis,Administrative Polygon,2,-54.63724,-16.43317,GeoNames,77,Distance from coordinates to furthest point in the region,RT-PCR,3,N/A,12,P
ADM2_88,"Pilatti, 2016",Available at: http://www.repositoriodigital.univag.com.br/index.php/biomedicina/article/view/66,2011,2016,Human,"See Table 2 for municipality of residence. The authors specify that 37 of the 38 patients with MAYV lived in an urban area. However, we decided to georeference the ADM2 unit in order to be conservative.",Brazil,Mato Grosso,Primavera do leste,7838,Primavera do leste,Administrative Polygon,2,-54.19501,-15.14064,GeoNames,70,Distance from coordinates to furthest point in the region,RT-PCR,3,N/A,12,P
ADM2_89,"Pilatti, 2016",Available at: http://www.repositoriodigital.univag.com.br/index.php/biomedicina/article/view/66,2011,2016,Human,"See Table 2 for municipality of residence. The authors specify that 37 of the 38 patients with MAYV lived in an urban area. However, we decided to georeference the ADM2 unit in order to be conservative.",Brazil,Mato Grosso,Sorriso,7859,Sorriso,Administrative Polygon,2,-55.69953,-12.68167,GeoNames,123,Distance from coordinates to furthest point in the region,RT-PCR,2,N/A,12,P
ADM2_90,"Pilatti, 2016",Available at: http://www.repositoriodigital.univag.com.br/index.php/biomedicina/article/view/66,2011,2016,Human,"See Table 2 for municipality of residence. The authors specify that 37 of the 38 patients with MAYV lived in an urban area. However, we decided to georeference the ADM2 unit in order to be conservative.",Brazil,Mato Grosso,Nossa Senhora do Livramento,7808,Nossa Senhora do Livramento,Administrative Polygon,2,-56.5459,-15.93447,GeoNames,73,Distance from coordinates to furthest point in the region,RT-PCR,1,N/A,12,P
ADM2_91,"Moreli, 2017",XXVIII Congresso Brasileiro de Virologia abstract,2014,2014,Human,"Abstract states that samples were from the ADM2 unit of Jatai, Goias state",Brazil,Goias,Jatai,7333,N/A,Administrative Polygon,2,-51.70531,-17.85829,GeoNames,78,Distance from coordinates to farthest point in the county,EIA-ICC,3,139,2,E
ADM2_92,Santos 2017,Available at: https://patua.iec.gov.br/handle/iec/3183?locale-attribute=es,2015,2016,Human,"See Fig. 10 (page 37) for the three ADM2 municipalities where the study occurred (Viseau, Peixe-Boi,and Capanema). Note that the 2 patients were positive by the HI test but negative by the MAC-ELISA.",Brazil,Para,Viseu,8864,N/A,Administrative Polygon,2,-46.320785,-1.301077,GeoNames (moved coordinates 100m north out of the river),109,Distance from coordinates to farthest point in the county,HI; ELISA,2 positive by HI; 0 positive by MAC-ELISA,159,10,P
ADM2_93,Santos 2017,Available at: https://patua.iec.gov.br/handle/iec/3183?locale-attribute=es,2015,2016,Human,"See Fig. 10 (page 37) for the three ADM2 municipalities where the study occurred (Viseau, Peixe-Boi,and Capanema). Note that the patient was positive by the HI test but negative by the MAC-ELISA.",Brazil,Para,Peixe-Boi,8814,N/A,Administrative Polygon,2,-47.27259,-1.10168,GeoNames,22,Distance from coordinates to farthest point in the county,HI; ELISA,1 positive by HI; 0 positive by MAC-ELISA,26,10,P
ADM2_94,Santos 2017,Available at: https://patua.iec.gov.br/handle/iec/3183?locale-attribute=es,2015,2016,Human,"See Fig. 10 (page 37) for the three ADM2 municipalities where the study occurred (Viseau, Peixe-Boi,and Capanema). Note that the patient was positive by the HI test but negative by the MAC-ELISA.",Brazil,Para,Capanema,8757,N/A,Administrative Polygon,2,-47.08154,-1.09966,GeoNames,34,Distance from coordinates to farthest point in the county,HI; ELISA,1 positive by HI; 0 positive by MAC-ELISA,135,10,P
ADM2_95,ProMED,Archive no: 20220128.8701133,2021,2021,Human,This short news report states that 6 cases of MAYV were detected in the municipality of Igarapé Miri.,Brazil,Para,Igarapé Miri,8777,N/A,Administrative Polygon,2,-49.14772,-2.07705,GeoNames,45,Distance from coordinates to farthest point in the county,N/A,6,N/A,0,E
ADM2_96,"Mutricy, 2022",PMID: 35151887,2003,2016,Human,"Locations (""residential communes"") presented in Table 2. The authors specify that of the four people infected in this commune, one did not have any travel history, one had taken a ""journey in the forest"" within the past 15 days, and two did not provide data.",French Guiana,"	Saint-Laurent-du-Maroni",Maripasoula,16351,N/A,Administrative polygon,2,-53.713086,2.993508,GoogleMaps,120,Distance from coordinates to farthest point in the county,ELISA; RT-PCR,3 serology; 1 PCR,65 patients overall with positive serology (unsure how many per location); only 17 validated by the scientific committee ,11,E
ADM2_97,"Mutricy, 2022",PMID: 35151887,2003,2016,Human,"Locations (""residential communes"")  presented in Table 2. The authors state that the one person with MAYV was ""living in the forest"" within the past 15 days. We georeferenced the ADM2 unit of Grand-Santi.",French Guiana,"	Saint-Laurent-du-Maroni",Grand-Santi,16349,N/A,Administrative polygon,2,-54.15445,4.411232,GoogleMaps,44,Distance from coordinates to farthest point in the county,ELISA,1,65 patients overall with positive serology (unsure how many per location); only 17 validated by the scientific committee ,11,E
ADM2_98,"Jonkers, 1964",PMID: 14187891,1959,1959,Human,"The article states that MAYV was detected in specimens collected near the Palameu River. Due to the lack of specificity provided, we georeferenced the ADM2 unit in which the river is located.",Suriname,Sipaliwini,Tapanahony,25934, Palameu River,Administrative polygon,2,-55.053055,3.508318,GeoNames (moved coordinates 500 ft west out of the river),213,Distance from coordinates to furthest point in the region,HI; NT,10 positive by HI and NT,16,9,E
ADM2_99,"Ministerio de Salud del Perú, 2005",Available at: http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342005000300003,2000,2001,Human,"The study was carried out in the geographic area of ​​four health facilities on the north coast and the eastern jungle of Peru: the Chiclayito and Salitral Health Center in the Piura province, the Yurimaguas Hospital in the Alto Amazonas province, and the San Juan Health Center in the province of Maynas (Loreto). According to our protocol, we will georeference the centroid of the ADM2 unit where the hospital/health center is located.",Peru,Piura,Piura,24161,Chiclayito Health Center,Administrative polygon,2,-80.40617,-5.21416,GeoNames,74,Distance from coordinates to furthest point in the region,ELISA,2,150,11,S
ADM3_01,"Cruz, 2019",Available at: http://www.revmgi.sld.cu/index.php/mgi/article/view/831,2018,2018,Human,"The authors report a patient from El caserío Santa Fe, in the District of Nieva, Province of Condorcanqui, Department of Amazonas. We had difficulty locating El Caserio Santa Fe, and therefore decided to georeference the ADM3 unit.",Peru,Amazonas,Condorcanqui,N/A,District of Nieva,Administrative Polygon,3,-77.93037,-4.84542,GeoNames,64,Distance from coordinates to farthest point in the county,ELISA; RT-PCR; Viral culture,1 isolate; confirmed by RT-PCR,N/A,11,S
ADM3_02,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,Chulucanas,Administrative Polygon,3,-80.19473,-5.11612,GeoNames,26,Distance from coordinates to farthest point in the county,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_03,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,Morropon,Administrative Polygon,3,-79.99839,-5.15272,GeoNames,11,Distance from coordinates to farthest point in the county,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_04,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,La Matanza,Administrative Polygon,3,-80.08286,-5.36837,GeoNames,27,Distance from coordinates to farthest point in the county,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_05,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,Buenos Aires,Administrative Polygon,3,-79.92505,-5.26449,GeoNames,13,Distance from coordinates to farthest point in the county,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_06,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,Salitral,Administrative Polygon,3,-79.8277,-5.43705,GeoNames,22,Distance from coordinates to furthest point in the region,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_07,"Aguilar-Luis, 2021",PMID: 33478539,2016,2016,Human,"Article states that, ""A consecutive cross-sectional study was performed in six primary heath care centers between February and September of 2016 in the district of Morropon, Piura"". Geographic distribution of cases is shown in Fig S1",Peru,Piura,Morropon,N/A,San Juan de Bigote,Administrative Polygon,3,-79.74124,-5.29589,GeoNames,12,Distance from coordinates to furthest point in the region,RT-PCR,"86 positive overall, of which 54 were MAYV mono-infection and 32 were co-infection with DENV. (Unsure how many cases per location)",496 overall (Unsure how many per location),11,E
ADM3_08,"Galindo, 1967",PMID: 4952151,1966,1966,Arthropod,"The article states that mosquitoes for this study were collected in the vicinity of Almirante, Panama. Based on this description, we decided to georeference the ADM3 unit.",Panama,Bocas del Toro,Changuinola,23697,Almirante,Administrative polygon,3,-82.41187,9.30591,GeoNames,9,Distance from coordinates to furthest point in the region,Virus transmission confirmed by HI test on surviving hamster,1,"11,829 mosquitoes overall",10,E
CP_01,Silva 2017,Available at: https://tede.ufam.edu.br/handle/tede/6344,2011,2016,Human,See Figure 22 for Distribution of MAYV positive cases in the zones and neighborhoods of Manaus. We decided to georeference the city of Manaus as a custom polygon around the city boundaries.,Brazil,Amazonas,Manaus,N/A,Manaus,Custom polygon ,-999,-60.025,-3.10194,GeoNames,25,Measured from coordinates to the furthest point in the city,RT-PCR; ELISA,13 positive by RT-PCR,306,12,P
CP_02,"Mutricy, 2022",PMID: 35151887,2003,2016,Human,"Locations (""residential communes"") presented in Table 2. The location provided is Trois-Sauts, which is a town within the commune of Camopi. This location was georeferenced as a custom polygon, encompassing the town. The authors specify that the one person infected here did not have any travel history.",French Guiana,Cayenne,Camopi,N/A,Trois-Sauts,Custom Polygon,-999,-52.87724,2.24504,GeoNames,6.5,Uncertainty includes the geonames coordianates and the town of Trois-Saut on GoogleMaps,Viral culture,1,65 patients overall with positive serology (unsure how many per location); only 17 validated by the scientific committee ,11,E
CP_03,"Tesh, 1999",PMID: 10028074,1995,1998,Human,The article states that patients from Pucallpa were detected with MAYV were from Quillabamba. We identified and georeferenced this location using GeoNames. The location was georeferenced as a custom polygon that encompasses the city boundaries.,Peru,Ucayali,Coronel Portillo,N/A,Pucallpa,Custom polygon ,-999,-74.55387,-8.37915,GeoNames,10,Measured from coordinates to the furthest point in the city,ELISA; Viral culture,21 isolations out of 27 seropositive overall. (Unsure how many positive per location),N/A,9,E
CP_04,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in ""the village of Langaman Kondre in the extreme northeast"". We identified and georeferenced this location using GeoNames.",Suriname,Marowijne,Galibi,N/A,Langaman Kondre,Custom polygon,-999,-54.01522,5.70217,GeoNames,6,Half distance to nearest named place,HI; NT,1 positive by HI and NT,9,9,E
CP_05,"Jonkers, 1964",PMID: 14187891,1960,1960,Human,"The article states that MAYV was detected in Paramaribo, a ""a small township on the Commewijne River situated in the cultivated lands of the coastal plain"".  This description and the map on page 136 suggests that the authors are referring to the town of Paramaribo, not the ADM1 unit of the same name. Therefore, we georeferenced Paramaribo as a custom polygon that encompassed the boundaries of the town.",Suriname,Paramaribo,N/A,N/A,Paramaribo,Custom Polygon,-999,-55.16682,5.86638,GeoNames,12,Measured from coordinates to the furthest point in the city,HI; NT,3 positive by HI and NT,24,9,E
CP_06,"Blohm, 2019b",PMID: 31595869,2016,2016,Human,"Article reports  detection and isolation of MAYV from a woman with no history of recent travel outside of the city of Barquisimeto""",Venezuela,Lara,Torres,N/A,Barquisimeto,Custom Polygon,-999,-69.35703,10.0647,GeoNames,14,Measured from coordinates to the furthest point in the city,Viral culture; RT-PCR,1 isolate,52 febrile patients,12,E
CP_07,"Black, 1974",PMID: 4370011,1970,1972,Human,"The study took place in the Xikrin  tribal territory.  The territory was identified and georeferenced using GoogleMaps (spelled as  Xikrin do Rio Catete on GoogleMaps), and this location was confirmed by comparing the map provided in the article (page 233) to the GoogleMaps coordinates. ",Brazil,Para,Parauapebas,N/A,Xikrin (Xikrin do Rio Catete on GoogleMaps),Custom Polygon,-999,-50.812136,-6.323493,GoogleMaps (centroid of territory),55,Distance from coordinates to furthest point in the territory,HI ,46%,102,9,E
CP_08,"Black, 1974",PMID: 4370011,1969,1972,Human,"The study took place in the Mekranoti tribal territory.  The territory was identified and georeferenced using GoogleMaps (spelled as Menkragnoti on GoogleMaps), and this location was confirmed by comparing the map provided in the article (page 233) to the GoogleMaps coordinates. ",Brazil,Para,N/A,N/A,Mekranoti (Menkragnoti on GoogleMaps),Custom Polygon,-999,-53.317122,-8.542718,GoogleMaps (centroid of territory),170,Distance from coordinates to furthest point in the territory,HI ,49%,189,9,E
CP_09,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the urban area of Campo Novo do Parecis as a custom polygon around the city boundaries. The polygon includes the areas with houses that look like neighborhoods to the north and south of the centralized city.",Brazil,Mato Grosso,Campo Novo do Parecis,N/A,Campo Novo do Parecis,Custom Polygon,-999,-57.89194,-13.67528,GeoNames,6,Distance from coordinates to furthest neighborhoodsto the north/south of the city,RT-PCR; Viral culture,2,23,12,E
